original_index,positive_sentences,integrated_sentences,doi
21/163,"Using modern renormalization group (RG) tech- niques, we conﬁrm Abrikosov’s conclusion that long-range Coulomb interactions convert the quadratic band touching into a quantum critical NFL, prove the stability of the state within an  expansion, and calculate the full set of anoma- lous dimensions characterizing the state.","In this Letter, we carry out such an analysis, rediscover- ing and extending a storied analysis by Abrikosov and Beneslavskii of Coulomb forces on the Luttinger problem [21,22]. Using modern renormalization group (RG) tech- niques, we conﬁrm Abrikosov’s conclusion that long-range Coulomb interactions convert the quadratic band touching into a quantum critical NFL, prove the stability of the state within an  expansion, and calculate the full set of anoma- lous dimensions characterizing the state.",180/10.1103/PhysRevLett.111.206401
28/163,"We consider the paramagnetic band structure based on prior work [13–15], which argued that the states at the zone center ( point) near the Fermi energy are comprised of the four-dimensional representation, which can be described by ‘‘angular momentum’’ operators ~J (which are j ¼ 3=2 matrices) transforming as the T2 representa- tion of the cubic group.","PRL 111, 206401 (2013) P H Y S I C A L R E V I E W L E T T E R S week ending 15 NOVEMBER 2013 0031-9007=13=111(20)=206401(5) 206401-1  2013 American Physical SocietyWe now turn to the exposition of these results. We consider the paramagnetic band structure based on prior work [13–15], which argued that the states at the zone center ( point) near the Fermi energy are comprised of the four-dimensional representation, which can be described by ‘‘angular momentum’’ operators ~J (which are j ¼ 3=2 matrices) transforming as the T2 representa- tion of the cubic group.",180/10.1103/PhysRevLett.111.206401
31/163,"Henceforth, we assume M0 > m, which describes conduction and valence bands touching quadrati- cally at E ¼ k ¼ 0, where the chemical potential for the undoped material crosses.","Then, k  p theory and cubic symmetry determine the band structure in their vicinity to be precisely described by the Luttinger Hamiltonian with three effective mass parameters [16,23] H 0ðkÞ ¼ k2 2 ~M0 þ 5 4 k2  ð ~k  ~JÞ2 2m  ðk2xJ2x þ k2yJ2y þ k2zJ2zÞ 2Mc : This describes doubly degenerate bands with energy EðkÞ ¼ k2 2M0  ﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃ  k2 2m 2 þ m þ 2Mc 4mM2c pcðkÞ s ; (1) where pcðkÞ ¼ P ik4 i  P ijk2 i k2 j and M0 ¼ ð4Mc ~M0Þ= ð4Mc  5 ~M0Þ. Henceforth, we assume M0 > m, which describes conduction and valence bands touching quadrati- cally at E ¼ k ¼ 0, where the chemical potential for the undoped material crosses.",180/10.1103/PhysRevLett.111.206401
56/163,"This situation is in sharp contrast to the case of a vanishing indirect band gap, for which to leading order in the long-range Coulomb interaction electrons and holes are separately conserved, so there is no screening by virtual electron-hole pairs, and exciton formation destabilizes the putative gapless state [26].","PRL 111, 206401 (2013) P H Y S I C A L R E V I E W L E T T E R S week ending 15 NOVEMBER 2013 206401-2The presence of the stable interacting ﬁxed point can be understood physically as a balance of partial dynamical screening of the Coulomb interactions by electron-hole pairs and mass enhancement of the same quasiparticles by pairs. This situation is in sharp contrast to the case of a vanishing indirect band gap, for which to leading order in the long-range Coulomb interaction electrons and holes are separately conserved, so there is no screening by virtual electron-hole pairs, and exciton formation destabilizes the putative gapless state [26].",180/10.1103/PhysRevLett.111.206401
79/163,"For H ¼ 0 ( ¼ 1), we have time-reversal invariance, and we recover the known result that strain  > 0 induces a gapped, 3d topological insulator phase, as observed in HgTe [19].","The result depends upon the dimensionless quantities  and the renormalized coupling ratio  ¼ ð=HÞR  =Hðz1Þ=ðz12Þ. For H ¼ 0 ( ¼ 1), we have time-reversal invariance, and we recover the known result that strain  > 0 induces a gapped, 3d topological insulator phase, as observed in HgTe [19].",180/10.1103/PhysRevLett.111.206401
82/163,"This allows (nondegenerate) bands to cross along this axis, which indeed occurs when jj is not too large.","Notice that for ~k ¼ k^z, Jz is a good quantum number, and there is no level repulsion between bands of different Jz. This allows (nondegenerate) bands to cross along this axis, which indeed occurs when jj is not too large.",180/10.1103/PhysRevLett.111.206401
90/163,"For H ¼ 0, the insulator is a topological insulator.","‘‘Weyl’’ denotes the (double-)Weyl semimetal, ‘‘Ins.’’ the insu- lator, and ‘‘Metal’’ a metallic phase which has Weyl points shifted from the Fermi energy in the region below the dashed line. For H ¼ 0, the insulator is a topological insulator.",180/10.1103/PhysRevLett.111.206401
99/163,"If the Fermi level is displaced from the band touching by an amount F, then we expect, treating the above power as a square root, xy  ðe2=hÞ ﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃ ðmH=@2Þ p SðH=FÞ, where S is a scaling function (see the Supplemental Material [24]).","In the situation relevant for Pr2Ir2O7, the Zeeman ﬁeld is generated by Kondo exchange with the Pr moments, so H  JKM, with M the (dimensionless) Pr magnetization, which implies a highly unconventional sub- linear dependence of xy on M for the pristine LAB. If the Fermi level is displaced from the band touching by an amount F, then we expect, treating the above power as a square root, xy  ðe2=hÞ ﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃ ðmH=@2Þ p SðH=FÞ, where S is a scaling function (see the Supplemental Material [24]).",180/10.1103/PhysRevLett.111.206401
14/144,"This occurs at a built-in voltage of Vbi > (EG/2  jEC-EFj), for an n-type semiconductor in contact with a high work function metal, where EG is the semiconductor band gap energy and EC is the conduction band edge energy.","An inversion layer can be formed by contacting an n-(p-)type semiconductor with a high (low) work function metal, forming a Schottky barrier that is high enough so that minority carriers become dominant in a narrow layer at the surface. This occurs at a built-in voltage of Vbi > (EG/2  jEC-EFj), for an n-type semiconductor in contact with a high work function metal, where EG is the semiconductor band gap energy and EC is the conduction band edge energy.",15/10.1063/1.4769041
23/144,Figure 1(a) shows a proposed band diagram of this interface (adapted from Ref. 6).,"Instead, metal-Si junctions, where the Si surface has been modiﬁed and passivated by a molecular monolayer (MM) to suppress Fermi level pinning, show more promise in generating the high Voc needed for these devices, while maintaining the desired low processing temperatures.9 In this letter, we demonstrate inversion layer solar cells based on the negatively charged interface between Al2O3 and n-Si. Figure 1(a) shows a proposed band diagram of this interface (adapted from Ref. 6).",15/10.1063/1.4769041
56/144,"The carrier concentration in the inversion layer, p(IL), was then determined from the measured Vbi and the offset between EF and the conduction band edge, EC, in the bulk Si.","The built-in volt- age, Vbi, was measured by SPV. The carrier concentration in the inversion layer, p(IL), was then determined from the measured Vbi and the offset between EF and the conduction band edge, EC, in the bulk Si.",15/10.1063/1.4769041
58/144,"1. (a) Proposed band structure of Al2O3–n-type Si interface (adapted from Ref. 5), showing the origin of the built-in voltage, Vbi.","For the case of ND¼51014, the built-in voltage was measured by C-V to be 755mV, FIG. 1. (a) Proposed band structure of Al2O3–n-type Si interface (adapted from Ref. 5), showing the origin of the built-in voltage, Vbi.",15/10.1063/1.4769041
42/534,"First-principles simulations provide valuable insights into the elec­ tronic properties of materials, especially in novel compositions.","This  lack of parameters is more accentuated in novel materials where prop­ erties are unavailable to the scientific community. First-principles simulations provide valuable insights into the elec­ tronic properties of materials, especially in novel compositions.",60/10.1016/j.actamat.2022.118511
62/534,This work presents a first-principles investigation of electronic  properties in MPE alloys at several molar compositions.,The VCA approximation is used in this work to compute average elec­ tronic properties of HEAs including several elements in a wide range of  compositions. This work presents a first-principles investigation of electronic  properties in MPE alloys at several molar compositions.,60/10.1016/j.actamat.2022.118511
80/534,Kohn-Sham density-  functional theory (KS-DFT) [73–77] is almost-ubiquitous first-principles  approach to calculate electronic structures of solids.,"(1), (3), and (4) require accurate  estimation of g(E), EF, λ and α2F(ω), vF and τp. Kohn-Sham density-  functional theory (KS-DFT) [73–77] is almost-ubiquitous first-principles  approach to calculate electronic structures of solids.",60/10.1016/j.actamat.2022.118511
91/534,It is  more suitable to include the possible effects of Te through EF as it does  not require a large number of electronic band-structure simulations.,"With that in  mind, g(E) is expected to have a negligible Te-dependence as it only  affects occupancies of the electronic states at around the Fermi level as  the practical DFT assign occupancies after optimizing the KS states. It is  more suitable to include the possible effects of Te through EF as it does  not require a large number of electronic band-structure simulations.",60/10.1016/j.actamat.2022.118511
99/534,It requires a well-converged  electronic band structure on an extremely dense Brillouin-zone sam­ pling.,"In practice, 〈v2 F〉is  calculated on a slab with a thickness of ΔEFermi using the in-house post-  processing tool [85], available in Ref. [86]. It requires a well-converged  electronic band structure on an extremely dense Brillouin-zone sam­ pling.",60/10.1016/j.actamat.2022.118511
123/534,"Finally, the Fermi velocities  were calculated using the in-house code starting from the band struc­ tures, calculated on a 36 × 36 × 36 MP-grid.","[82] and  [83] with a dense 36 × 36 × 36 MP-grid for interpolation, and a  converged 12 × 12 × 12 MP-grid for electronic structure simulations, 4  ×4 × 4 MP-grid for phonon simulations. Finally, the Fermi velocities  were calculated using the in-house code starting from the band struc­ tures, calculated on a 36 × 36 × 36 MP-grid.",60/10.1016/j.actamat.2022.118511
258/534,"However, a  steeper band dispersion can compensate for this reduction, as in the case  of AlCrFeCoNi.","Similarly, vF is renormalized by (1 + λ), a higher λ lower it. However, a  steeper band dispersion can compensate for this reduction, as in the case  of AlCrFeCoNi.",60/10.1016/j.actamat.2022.118511
260/534,"In the case of κe, it is also dependent on fine  details of electronic band dispersion and Fermi surface. 3.3.","When introducing additive elements, the relative changes in Ge−ph  and κe are determined by both electronic and phonon properties, while  Ce is purely electronic. In the case of κe, it is also dependent on fine  details of electronic band dispersion and Fermi surface. 3.3.",60/10.1016/j.actamat.2022.118511
3/614,"Here we employ plane-wave supercell calculations within density functional theory, in order to characterize the electronic and magneto-optical properties of various oxygen-related defects.","Oxygen may be potentially interesting as a source of quantum bits or it may interact with other point defects which are well established solid state qubits. Here we employ plane-wave supercell calculations within density functional theory, in order to characterize the electronic and magneto-optical properties of various oxygen-related defects.",24/10.1103/PhysRevB.94.125202
10/614,Impurities in diamond may form paramagnetic color centers when they introduce defects states in the fundamental band gap.,DOI: 10.1103/PhysRevB.94.125202 I. INTRODUCTION Perfect diamond is a transparent and diamagnetic material. Impurities in diamond may form paramagnetic color centers when they introduce defects states in the fundamental band gap.,24/10.1103/PhysRevB.94.125202
29/614,"We further note that a series of cathodoluminescence (CL) lines were found in the region of 455.0 nm and 484.1 nm in CVD diamonds where 0.1% O2 contamination was used in the CVD gas mixture, and they were tentatively associated with oxygen defects [16].","We emphasize that the association of the WAR5 and OVH ESR centers with OV(0) and OVH(0) defects, respectively, seems plausible but no direct evidence of the presence of oxygen impurity has been demonstrated in these two ESR centers. We further note that a series of cathodoluminescence (CL) lines were found in the region of 455.0 nm and 484.1 nm in CVD diamonds where 0.1% O2 contamination was used in the CVD gas mixture, and they were tentatively associated with oxygen defects [16].",24/10.1103/PhysRevB.94.125202
45/614,"PL centers associated with oxygen impurity were reported [29] in natural type IIa and Ia diamond samples at 584.8, 598.3, 845.0, and 836.0 nm after 16O ion-implantation.","Oxygen-ion implantation was argued to lead to n-type conduction with activation energy 0.32 eV in type IIa diamond samples [28], however, no independent experimental study has yet conﬁrmed this claim. PL centers associated with oxygen impurity were reported [29] in natural type IIa and Ia diamond samples at 584.8, 598.3, 845.0, and 836.0 nm after 16O ion-implantation.",24/10.1103/PhysRevB.94.125202
81/614,"The charge transition levels as well as the intradefect level optical transition energies are determined by HSE06 [43,44] screened hybrid functional, because it provides quantitatively good agreement for defects in diamond [45–48].","We apply this functional to calculate the D tensor of the system [42] and the barrier energy of reorientation of some defects where the application of nonlocal density functional is computationally too demanding. The charge transition levels as well as the intradefect level optical transition energies are determined by HSE06 [43,44] screened hybrid functional, because it provides quantitatively good agreement for defects in diamond [45–48].",24/10.1103/PhysRevB.94.125202
87/614,"We determine the formation energy [Eq f (EF)] as a function of Fermi level EF in the fundamental band gap, in charge state q of the defect [51], Eq f (EF) = Eq tot −  C,O,H niμi −q(EF −EV) + Eq corr, (1) where μi is the chemical potential of the corresponding atom.","We note that the hard PAW potentials of oxygen and hydrogen are applied in the calculation of hyperﬁne tensors on 17O and 1H, respectively. We determine the formation energy [Eq f (EF)] as a function of Fermi level EF in the fundamental band gap, in charge state q of the defect [51], Eq f (EF) = Eq tot −  C,O,H niμi −q(EF −EV) + Eq corr, (1) where μi is the chemical potential of the corresponding atom.",24/10.1103/PhysRevB.94.125202
91/614,"In the context of the rest of the paper, the Fermi-level EF is referenced to the calculated valence band edge EV that we consequently apply in the plots.","Finally the μH is deduced from a 22-layer slab model of (001)-(2 × 1) reconstructed and hydrogen terminated diamond surface (−3.71 eV) [47]. In the context of the rest of the paper, the Fermi-level EF is referenced to the calculated valence band edge EV that we consequently apply in the plots.",24/10.1103/PhysRevB.94.125202
100/614,"The oxygen-vacancy complex is less favorable than OS, however, the complex formation from OS and vacancy is preferred by 5.23 eV (Fermi level is at the acceptor level of the vacancy, EV + 1.9 eV) [47].","The interstitial oxygen has the highest formation energy and substitutional oxygen is more favorable. The oxygen-vacancy complex is less favorable than OS, however, the complex formation from OS and vacancy is preferred by 5.23 eV (Fermi level is at the acceptor level of the vacancy, EV + 1.9 eV) [47].",24/10.1103/PhysRevB.94.125202
118/614,"No defect state appears in the fundamental band gap of diamond, thus OBC is electrically and optically inactive with a spin singlet ground state.","The high D3d symmetry position yields an energy of 0.62 eV higher than that for the puckered bond center conﬁguration. No defect state appears in the fundamental band gap of diamond, thus OBC is electrically and optically inactive with a spin singlet ground state.",24/10.1103/PhysRevB.94.125202
125/614,"We ﬁnd that the total energy only monotonously increases towards the split interstitial conﬁguration resulting in barrier energy of 2.93 eV. By assuming similar PES within HSE06 functional, one can calculate the barrier energy of diffusion by a single calculation constrained at the split interstitial conﬁguration.","We determine the PES of the diffusion of OBC by PBE calculations because of the relatively high cost of hybrid calculations. We ﬁnd that the total energy only monotonously increases towards the split interstitial conﬁguration resulting in barrier energy of 2.93 eV. By assuming similar PES within HSE06 functional, one can calculate the barrier energy of diffusion by a single calculation constrained at the split interstitial conﬁguration.",24/10.1103/PhysRevB.94.125202
126/614,The calculated saddle point by HSE06 is 3.13 eV. This large barrier energy implies that interstitial oxygen is not mobile in diamond.,"We ﬁnd that the total energy only monotonously increases towards the split interstitial conﬁguration resulting in barrier energy of 2.93 eV. By assuming similar PES within HSE06 functional, one can calculate the barrier energy of diffusion by a single calculation constrained at the split interstitial conﬁguration. The calculated saddle point by HSE06 is 3.13 eV. This large barrier energy implies that interstitial oxygen is not mobile in diamond.",24/10.1103/PhysRevB.94.125202
134/614,"B. Substitutional oxygen defect Previous (semi)local DFT calculations already showed [31,33] that OS introduces defect levels in the band gap.","Our results exclude the single interstitial oxygen as a good candidate for OX2 center as it has very high formation energy and is not a paramagnetic defect. B. Substitutional oxygen defect Previous (semi)local DFT calculations already showed [31,33] that OS introduces defect levels in the band gap.",24/10.1103/PhysRevB.94.125202
141/614,The occupied defect levels fall in the valence band but the antibonding empty a1 and t2 orbitals’ levels emerge in the band gap (labeled as 1a1 and 2t2 in Fig. 4).,"However, oxygen is much more electronegative than carbon that introduces polarized covalent C-O bonds that are signiﬁcantly longer (by about 0.11 ˚A) than C-C bonds (1.54 ˚A) in perfect diamond lattice. The occupied defect levels fall in the valence band but the antibonding empty a1 and t2 orbitals’ levels emerge in the band gap (labeled as 1a1 and 2t2 in Fig. 4).",24/10.1103/PhysRevB.94.125202
148/614,The labels aR and aL are explained in the text and visualized in Fig. 7. Yellow area of CB (VB) corresponds to the conduction (valence) band.,The symmetry labels of KS states are depicted. The labels aR and aL are explained in the text and visualized in Fig. 7. Yellow area of CB (VB) corresponds to the conduction (valence) band.,24/10.1103/PhysRevB.94.125202
188/614,"In this conﬁguration the 2t2 state splits to 2b1, 2b2, and 2a1 where the 2b1 level lies close to the 1a1 level whereas the other levels are resonant with the conduction band edge.","This conﬁguration often occurs in molecules or defects in solids consisting of an oxygen atom. In this conﬁguration the 2t2 state splits to 2b1, 2b2, and 2a1 where the 2b1 level lies close to the 1a1 level whereas the other levels are resonant with the conduction band edge.",24/10.1103/PhysRevB.94.125202
202/614,"By taking the excitation energy between the conﬁguration of Figs. 7(e) and 7(d), and the total energy difference between electron conﬁguration of Fig. 7(d) and the ground state singlet of Fig. 7(b) we obtain the zero-phonon-line energy of 1.39 eV. We assume an accuracy of about 0.2 eV of this procedure based on our experience [56].","The triplet state can be described as the occupation of a1 and b1 states by parallel spins (3B1 state) whereas the optically allowed 1B1 state was constructed from constrained occupation of symmetric orbitals [see Figs. 7(d) and 7(e)]. By taking the excitation energy between the conﬁguration of Figs. 7(e) and 7(d), and the total energy difference between electron conﬁguration of Fig. 7(d) and the ground state singlet of Fig. 7(b) we obtain the zero-phonon-line energy of 1.39 eV. We assume an accuracy of about 0.2 eV of this procedure based on our experience [56].",24/10.1103/PhysRevB.94.125202
211/614,We show the C2v symmetric singlet KS solution in (d) and the excitation of this system in (e) by promoting one electron from the a1 to b1 level.,"The KS energies of the triplet state is shown in (b), whereas (c) corresponds to the symmetry broken singlet KS solution which is lower in total energy by 0.04 eV than that of the high spin case. We show the C2v symmetric singlet KS solution in (d) and the excitation of this system in (e) by promoting one electron from the a1 to b1 level.",24/10.1103/PhysRevB.94.125202
214/614,The straight arrows represent the optical excitation whereas the wavy dotted (bold) arrows the very weak (efﬁcient) intersystem crossings mediated by spin-orbit and electron-phonon couplings.,(f) Depicts the many-electron states. The straight arrows represent the optical excitation whereas the wavy dotted (bold) arrows the very weak (efﬁcient) intersystem crossings mediated by spin-orbit and electron-phonon couplings.,24/10.1103/PhysRevB.94.125202
232/614,By following this argument one may imply that the electronic structure of OV(0) may be similar to NV(−) and it might be useful as a qubit but with enhanced T1 time of the electron spin when the natural abundant 16O is involved in the defect with no nuclear spin; or rather 17O isotope is engineered in the OV defect with I = 5/2 nuclear spin for enhanced number of quantum states for qubit operations.,"The OV defect may be taken as an analog with the famous NV center [13] in diamond, except that oxygen brings one additional valence electron to the system. By following this argument one may imply that the electronic structure of OV(0) may be similar to NV(−) and it might be useful as a qubit but with enhanced T1 time of the electron spin when the natural abundant 16O is involved in the defect with no nuclear spin; or rather 17O isotope is engineered in the OV defect with I = 5/2 nuclear spin for enhanced number of quantum states for qubit operations.",24/10.1103/PhysRevB.94.125202
237/614,"In contrast to NV center in diamond possessing an a1 and a degenerate e level in the gap, OV defect exhibits three levels in the gap [see Fig. 9(b)]: an 1a1 level, a degenerate e level, and an additional 3a1 level.","The undistorted OV defect has C3v symmetry (see Fig. 8). In contrast to NV center in diamond possessing an a1 and a degenerate e level in the gap, OV defect exhibits three levels in the gap [see Fig. 9(b)]: an 1a1 level, a degenerate e level, and an additional 3a1 level.",24/10.1103/PhysRevB.94.125202
240/614,The 1a1 level of the totally symmetric 1a1 orbital [see Fig. 9(a)] resides just above the valence band edge when the defect is neutral and it shifts to the valence band in the positive charged states.,"According to our results, the OV can form charge states from (2+) to (2−). The 1a1 level of the totally symmetric 1a1 orbital [see Fig. 9(a)] resides just above the valence band edge when the defect is neutral and it shifts to the valence band in the positive charged states.",24/10.1103/PhysRevB.94.125202
270/614,Kohn-Sham (KS) orbitals (a) and levels (b) of the OV defect in various charged states.,"We believe that the hyperﬁne signals on 3c 13C 125202-7GERG ˝O THIERING AND ADAM GALI PHYSICAL REVIEW B 94, 125202 (2016) FIG. 9. Kohn-Sham (KS) orbitals (a) and levels (b) of the OV defect in various charged states.",24/10.1103/PhysRevB.94.125202
307/614,(6b) By using HSE06 total energies we obtain   = 14 meV and  = 288 meV.,"(5c) The negligible total energy difference between 2,3 suggests that the interaction between the 3a′ and (2a′, 2a′′) does not depend on ﬂipping the spin between 2a′ and 2a′′. By neglecting the electron spin-electron spin and spin-orbit interaction energies and assuming that DFT total energies of 1,2,3 states are good expectation values one can estimate the total energies of the true eigenstates of the system by using the equations ⟨	1| ˆH|	1⟩=  = 1 3E(4A′) + 2 3E 	2 bA′′ (6a) ⟨	2,3| ˆH|	2,3⟩=   = 1 3E(4A′) + 1 2E 	2 aA′ + 1 6E 	2 bA′′ . (6b) By using HSE06 total energies we obtain   = 14 meV and  = 288 meV.",24/10.1103/PhysRevB.94.125202
336/614,The fully occupied 1b1 level lies just above the valence band edge whereas the empty 2a1 level is almost resonant with the conduction band edge.,"125202-9GERG ˝O THIERING AND ADAM GALI PHYSICAL REVIEW B 94, 125202 (2016) If two hydrogen atoms bind to OS then the resultant OSH2 defect will have C2v symmetry. The fully occupied 1b1 level lies just above the valence band edge whereas the empty 2a1 level is almost resonant with the conduction band edge.",24/10.1103/PhysRevB.94.125202
342/614,The calculated charge transition levels and the corresponding Kohn-Sham defect levels in the gap are depicted in Fig. 12.,"The OV defect has three carbon dangling bonds in the neutral charge state, thus we consider the complex formation of the OV defect with one, two, and three hydrogen atoms. The calculated charge transition levels and the corresponding Kohn-Sham defect levels in the gap are depicted in Fig. 12.",24/10.1103/PhysRevB.94.125202
344/614,OVH defect may be positively charged in diamond when the Fermi level is below EV + 2.1 eV. The ground state of OVH(+) is a correlated singlet [see Fig. 12(a)] that is more stable than the triplet coupling between by 0.16 eV within our hybrid DFT level.,All the defects are electrically active and can be paramagnetic at certain charged states that may be observed in ESR spectrum. OVH defect may be positively charged in diamond when the Fermi level is below EV + 2.1 eV. The ground state of OVH(+) is a correlated singlet [see Fig. 12(a)] that is more stable than the triplet coupling between by 0.16 eV within our hybrid DFT level.,24/10.1103/PhysRevB.94.125202
347/614,The calculated ZPL of the optical transition between 1A′ and 1A′′ states is 1.38 eV where the relaxation energy upon optical excitation is 0.04 eV. This is a small value implying that the contribution of the phonons is not signiﬁcant in the PL process.,In this case two 1A′ states correlate with each other (2a′2) and (2a′′2) but are unable to mix either with the ﬁrst excited state 1A′′ nor the triplet 3A′′. The calculated ZPL of the optical transition between 1A′ and 1A′′ states is 1.38 eV where the relaxation energy upon optical excitation is 0.04 eV. This is a small value implying that the contribution of the phonons is not signiﬁcant in the PL process.,24/10.1103/PhysRevB.94.125202
370/614,"The ESR signal might be accompanied with an optical transition, thus we calculate the lowest possible excitation energy that corresponds to the transition of 2a′ →2a′′. The calculated ZPL of the lowest energy optical transition is 1.11 eV where the relaxation energy upon optical excitation is 0.33 eV. The relatively small ZPL energy may imply that the nonradiative decay is very competitive and the luminescence is weak.","We provide the calculated hyperﬁne tensors of 17O and proximate 13C nuclear spins that may be useful for future experiments. The ESR signal might be accompanied with an optical transition, thus we calculate the lowest possible excitation energy that corresponds to the transition of 2a′ →2a′′. The calculated ZPL of the lowest energy optical transition is 1.11 eV where the relaxation energy upon optical excitation is 0.33 eV. The relatively small ZPL energy may imply that the nonradiative decay is very competitive and the luminescence is weak.",24/10.1103/PhysRevB.94.125202
381/614,"Out of three carbon dangling bonds two of them are terminated by H atoms in the OVH2 system, thus only two defect states appear in the gap (see Fig. 12).","The electronic structure of OVH2 defect is similar to that of OVH. Out of three carbon dangling bonds two of them are terminated by H atoms in the OVH2 system, thus only two defect states appear in the gap (see Fig. 12).",24/10.1103/PhysRevB.94.125202
406/614,"In OVH3 defect the three dangling bonds are saturated, thus only the antibonding C-O 3a1 state appears in the gap.","We show the hyperﬁne parameters in Cs symmetry in Table III. In OVH3 defect the three dangling bonds are saturated, thus only the antibonding C-O 3a1 state appears in the gap.",24/10.1103/PhysRevB.94.125202
435/614,"V. DISCUSSION OF A LUMINESCENCE CENTER ASSOCIATED WITH OXYGEN AND ITS RELATION TO THE OXYGEN-VACANCY DEFECT In the CVD samples grown with oxygen chemistry a PL center was observed that has a characteristic zero-phonon- line (ZPL) at 543.2 nm [7] that corresponds to 2.28 eV. This 543.2-nm PL center and the WAR5 ESR center were detected in the same diamond sample, thus the 543.2-nm PL center was associated with OV(0) defect [7].","By comparing the cases of OVH(0) and OS(+) it can be concluded that by taking only the Jahn-Teller energies or the reorientation barrier energies can be misleading in the discussion of static versus motional average ESR signals of Jahn-Teller distorted defects, but the ratio between the Jahn-Teller energy and the corresponding vibration energies that lead to the Jahn-Teller distortion should be considered in the analysis. V. DISCUSSION OF A LUMINESCENCE CENTER ASSOCIATED WITH OXYGEN AND ITS RELATION TO THE OXYGEN-VACANCY DEFECT In the CVD samples grown with oxygen chemistry a PL center was observed that has a characteristic zero-phonon- line (ZPL) at 543.2 nm [7] that corresponds to 2.28 eV. This 543.2-nm PL center and the WAR5 ESR center were detected in the same diamond sample, thus the 543.2-nm PL center was associated with OV(0) defect [7].",24/10.1103/PhysRevB.94.125202
440/614,"However, the excited state of the two defects may differ as the number of defect levels in the gap are different for the two defects.","The ground state of OV(0) is indeed similar to NV(−) where the 2e orbital is occupied by two electrons by parallel spins forming a 3A2 ground state. However, the excited state of the two defects may differ as the number of defect levels in the gap are different for the two defects.",24/10.1103/PhysRevB.94.125202
443/614,Our calculations predict that the former has lower ZPL excitation energy (2.34 eV) than the latter (2.67 eV) by 0.33 eV. According to the Kasha rule the electron from the higher excited state should decay to the lowest excited state rapidly by emitting phonons.,In the case of OV(0) one can promote an electron from the 2e level to the 3a1 level in the spin majority channel or from the 1a1 level to the 2e level in the spin minority channel. Our calculations predict that the former has lower ZPL excitation energy (2.34 eV) than the latter (2.67 eV) by 0.33 eV. According to the Kasha rule the electron from the higher excited state should decay to the lowest excited state rapidly by emitting phonons.,24/10.1103/PhysRevB.94.125202
477/614,We argue that the 543.2-nm PL center may not be associated with the OV(0) defect despite the fact that the calculated ZPL energy (2.34 eV) is close to that of this PL center (2.28 eV).,This result implies that the nonradiative decay is a very fast process and OV(0) defect may have a very weak or no luminescence. We argue that the 543.2-nm PL center may not be associated with the OV(0) defect despite the fact that the calculated ZPL energy (2.34 eV) is close to that of this PL center (2.28 eV).,24/10.1103/PhysRevB.94.125202
482/614,"First, we calculate the excitation of OV(+) defect by promoting an electron from the 1a′ level to the 2a′ level in the spin minority channel (see 125202-13GERG ˝O THIERING AND ADAM GALI PHYSICAL REVIEW B 94, 125202 (2016) Fig. 9).","Thus, we consider the different charge states of OV defect and hydrogen complexes of OV defects as a candidate for 543.2-nm PL center. First, we calculate the excitation of OV(+) defect by promoting an electron from the 1a′ level to the 2a′ level in the spin minority channel (see 125202-13GERG ˝O THIERING AND ADAM GALI PHYSICAL REVIEW B 94, 125202 (2016) Fig. 9).",24/10.1103/PhysRevB.94.125202
483/614,"In the excited state, the 1a′ hole orbital hybridizes with the valence band yet it has signiﬁcant localized character.","First, we calculate the excitation of OV(+) defect by promoting an electron from the 1a′ level to the 2a′ level in the spin minority channel (see 125202-13GERG ˝O THIERING AND ADAM GALI PHYSICAL REVIEW B 94, 125202 (2016) Fig. 9). In the excited state, the 1a′ hole orbital hybridizes with the valence band yet it has signiﬁcant localized character.",24/10.1103/PhysRevB.94.125202
489/614,"In the positive charge state, the lowest energy excitation can be described by promoting one electron from the valence band edge to the lowest energy empty 2a′ level in the gap.","The OVH(0) exhibits an infrared optical transition. In the positive charge state, the lowest energy excitation can be described by promoting one electron from the valence band edge to the lowest energy empty 2a′ level in the gap.",24/10.1103/PhysRevB.94.125202
490/614,This energy is estimated by the calculated (+|0) charge transition level at 2.04 eV. This energy is smaller than the experimental value at 2.28 eV. The calculated (+|0) charge transition level of OVH2 at 2.02 eV may be considered but is again smaller than the experimental data.,"In the positive charge state, the lowest energy excitation can be described by promoting one electron from the valence band edge to the lowest energy empty 2a′ level in the gap. This energy is estimated by the calculated (+|0) charge transition level at 2.04 eV. This energy is smaller than the experimental value at 2.28 eV. The calculated (+|0) charge transition level of OVH2 at 2.02 eV may be considered but is again smaller than the experimental data.",24/10.1103/PhysRevB.94.125202
