human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

This interaction becomes smaller as Vg is further increased away from the band crossing regime, resulting in a dome in the spin-orbit energy versus Vg."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

We suggest that the crystalline spin-orbit interaction becomes important close to an avoided band crossing region."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

We interpret our ﬁndings in terms of the electronic structure of the alloys."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

First-principles computational methods prove fruitful, ow- ing to their chemical speciﬁcity and absence of adjustable parameters, as well as the insight they yield into electronic structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

VASP calculates total energies, forces, elastic moduli, and electronic structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

7. (Color online) Electronic densities of states for hR13 structures."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

We employ the tight-binding model on this atomic chain, tCj21 1 VjCj 1 tCj11  ECj, where we assume that t  21 for the transfer integrals and VX  0 and VY  V for the relevant site energies."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It has also been numerically conﬁrmed that each energy level at a band edge, where energy levels accumulate only from one side, gives the equivalent ﬁxed point of the 7D map to that of the ground state level."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

For our computational analysis, we used density functional the- ory (DFT) and the plane-wave pseudopotential technique imple- mented in the CASTEP package [14]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

We used generalized gradient approximation [16] with the Perdew BurkeErnzerhof [17] exchange–correlation functional."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The interband branches are gapped and their long-wavelength limits are connected with Van Hove singularities of the band structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

In recent works, the possible protected band degen- eracies were systematically classiﬁed for all magnetic space groups [19–23]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

While the spe- ciﬁc band dispersion varies with n, all these members in 2D feature the nonsymmorphic nodal line [34]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It was found that the low-energy bands that make the nodal line are mainly from an array of NbTe2 chains, which can be well cap- tured by a 2D Su-Schrieffer-Heeger (SSH) -like model [36]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Meanwhile, the two interband branches are gapped and are connected to the Van Hove sin- gularities of the band structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

(c), (d) Band structure of the model."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It follows that the spectrum of model (1) must be gapless, with two bands crossing at a Dirac node at the BZ boundary k = π/ℓx, where k is the wave vector along the chain and ℓx is the lattice constant along x."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

(3) It is important to note that adding the interchain coupling does not open a gap in the spectrum."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

In the current model, this nodal line must be formed by the crossing of the two bands."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The result conﬁrms a nodal line at kx = π/ℓx, where the two bands cross at zero energy."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The band structure of the model is plotted in Figs. 1(c) and 1(d), from which one can visualize the nodal line at the BZ boundary."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

This conﬁrms the Dirac-type linear band crossing at the nodal line."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Owing to the band structure of the Dirac SSH model and the constraint from the overlap form factor, we shall see that the contributions in χ0 from s = s′ and from s ̸= s′ give distinct plasmon branches and they are separated in energy."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

First, it is gapless with a ω ∼√q dispersion, which is characteristic for 2D systems, such as 2D electron gas and graphene."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Meanwhile, it also makes the interband contribution nonzero, which we shall discuss in the next section."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

These factors result in gapped intraband plasmon branches, conventional frequency scaling behavior, and extended SPE regions, which are distinct from our system."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

However, for other directions, especially the y direction, interband contri- butions with s ̸= s′ can exist when there is nonzero interchain coupling t′. For these interband modes, χ0 may involve virtual transitions between states away from the nodal line, so it is dif- ﬁcult to get simple analytic results."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Figure 3(a) shows the obtained energy loss function for q along the nodal-line (y) direction, where such interband plasmons are most pronounced."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

They correspond to the interband plasmons."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

As we mentioned, these interband modes are related to interband virtual transitions in the band structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Actually, one can see that the long-wavelength limit of the two branches encode the information of the Van Hove singularities of the Dirac SSH band structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

In the plasmon spectrum, ω1 and ω2 are exactly the limiting values of the two interband branches in the q →0 limit."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Such connection between interband plasmons and singularities in JDOS is generic and is observed also in many other systems, e.g., in a recent study on twisted double bilayer graphene [61]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Another feature to be noted is that the band width of these two interband branches is on the order of interchain coupling t′."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

This can be easily understood by noting that this width scales with the electronic band energy variation along ky, which is governed by t′. In Fig. 3(d), we plot the plasmon spectrum at a decreased value of t′ as compared to Fig. 3(a)."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The two upper branches are the interband plasmons."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Indeed, one observes that the interband branches become ﬂatter. IV."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The obtained band structures are plotted in Fig. 5, which agree with previous results [34]. One FIG."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

observes that the three band structures share similar features, with a nonsymmorphic nodal line close to the Fermi level on the X-M path, formed by the crossing of two bands."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

(b)–(d) Band structures of (Nb2SiTe4)n(NbTe2) with n = 1, 2, 3. 115168-6PLASMONS IN A TWO-DIMENSIONAL NONSYMMORPHIC … PHYSICAL REVIEW B 107, 115168 (2023) FIG."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The SPE continuum for n = 1 spans a much larger region, because the material’s band structure has a stronger deviation from the Dirac SSH model, as indicated by the red arrows in Fig. 5(b)."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

One observes the presence of interband plasmon branches at higher frequencies."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Nevertheless, there appear to be more than two in- terband branches, especially for n = 2 and 3."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

This is due to the presence of other nearby bands in Fig. 5, which also contribute to the interband transitions."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Consistent with our model analysis, one can see that the width of the interband branches decreases with n. For n = 2 and 3, these branches become very ﬂat, again reﬂecting the weak interchain coupling."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

This again indicates that the interchain coupling is already very small for n = 2 and 3, so the Dirac bands become almost dis- persionless along the nodal line, which suppresses intraband plasmons in this direction."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

In addition, there exist several other isostructural materials, including TaSixTe2, NbGexTe2, and TaGexTe2, with the similar nodal-line band structure [31,40,41]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It was demonstrated that the tech- nique can reach a resolution of a few meV and the detected frequency range can reach ∼1 eV [63,64]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Using the Dirac SSH model, we show that the system possesses two kinds of plasmons: the gapless intraband plasmons and the gapped interband plasmons."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Normal to the nodal line, the dispersion is strongest and is independent of carrier density; whereas along the nodal line, the dispersion is largely sup- pressed and is linear in the carrier density."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The interband plasmons have a quite ﬂat dispersion, with band width scaling with the interchain coupling."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Their long-wavelength limits are connected with transitions between Van Hove singularities of the band structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The plane-wave cutoff energy was set to be 400 eV and the convergence thresholds for energy and force were chosen to be 10−7 eV and 0.001 eV/ ˚A, respectively."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

After obtaining the band structure, ab initio tight-binding models were constructed by using the WANNIER90 package [71]."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Several basic functionalities such as analysis of Mulliken charges, molecular dynamics, geometry optimization and band structure are included."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

In addition, based on marching cubes, marching tetrahedra and surface nets algorithms with Afﬁne transformation, 3D isosurface techniques are sup- ported to visualize electron density and molecular/crystalline orbitals in the cube format with super- position of a crystalline or molecular structure."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Furthermore, the Band Structure Viewer is implemented for showing a band structure in a web browser."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It contains three kinds of viewers - Structure Viewer, Cube 3D Viewer and Band Structure Viewer."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The main features of the OpenMX Viewer include: (1) Structure Viewer; (2) Cube 3D Viewer; and, (3) Band Structure Viewer."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Viewer Supported ﬁle types Structure Viewer (Static) XYZ type (.xyz), CIF type (.cif), OpenMX input (.dat) Structure Viewer (Dynamic) XYZ type (.xyz), OpenMX output ﬁles (.md) Cube 3D Viewer Gaussian cube ﬁles (.cube) Band Structure Viewer Band ﬁles (.Band) Fig. 1."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Band Structure Viewer The Band Structure Viewer allows us to show and check a band structure quickly by dragging-and-dropping a Band ﬁle in the end of OpenMX's band structure calculation."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It also includes a function to rescale a band structure by using mouse wheel or buttons. Fig. 2."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Band Structure Viewer The Band Structure Viewer is developed for showing a band structure quickly by dragging-and-dropping a Band ﬁle in the end of OpenMX's band structure calculation as shown in Fig. 4."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It supports a function for zooming in/out to a certain band structure range by controlling the mouse wheel or buttons."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The drop-down menu pro- vides options for scaling a band structure and setting display styles."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

5. Conclusions The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer for users to: (1) visualize crystal structures, isosurfaces and band strucutres; (2) analyze static/dy- namic data of OpenMX; and, (3) save structural information in a XYZ format, a CIF format, or an OpenMX input format."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It provides three kinds of viewers, Structure Viewer, Cube 3D Viewer and Band Structure Viewer, to check various properties by dragging-and- dropping ﬁles conveniently in a compatible web browser without any installations, upgrades, updates and terminal commands."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The Cube 3D Viewer can show an isosurface of electron density or molecular orbitals by reading a cube ﬁle."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The Band Structure Viewer can be utilized by dragging-and-dropping a Band ﬁle to show a band structure directly in a web browser."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The band structure of diamond in the Band Structure Viewer, where the Fermi level is set to zero."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

https://doi.org/10.1103/RevModPhys.86.253."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

https://doi.org/10.1103/PhysRevB.66.035322."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

https://doi.org/10.1103/PhysRevB.72. 045121."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

This is due to the high anisotropy of opto-electronic properties of the constituent molecules or poly- mers, and their directional assembly into (semi-)crystals."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The Perdew-Burke-Ernzerhof (PBE)33 of generalized gradient approximation (GGA) is chosen as the exchange-correlation functional."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The gap is 2.014THz for mono- layer GeS and 0.105THz for monolayer GeSe."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Structure Direction Lattice constant Thickness E vg κ α Contribution (%) rMFP (Å) (Å) (GPa) (km/s) (Wm−1K−1) FA TA LA optical (nm) GeS zigzag 3.671 5.361 29.74 4.21 9.81 1.019 35.07 24.52 28.01 12.40 24.44 armchair 4.457 7.80 2.66 2.94 0.986 25.90 26.88 26.38 20.84 15.23 GeSe zigzag 3.982 5.561 54.63 3.59 5.89 0.997 29.41 25.18 28.45 16.96 23.30 armchair 4.269 22.10 2.73 4.57 0.996 37.47 26.47 20.61 15.45 72.51 SnS zigzag 4.088 5.714 44.11 3.37 3.21 0.990 27.07 19.79 25.97 27.17 13.07 armchair 4.265 25.30 2.94 2.95 0.984 34.18 17.67 18.84 29.31 13.25 SnSe zigzag 4.294 5.888 45.14 3.13 2.95 0.999 31.39 25.16 14.90 28.55 12.04 armchair 4.370 23.72 2.97 2.59 0.998 30.13 23.21 16.40 30.26 10.44 bulk SnSe zigzag 4.214 11.776 42.21 3.08 1.77 0.971 17.66 10.20 9.21 62.93 6.86 armchair 4.520 21.16 2.51 0.84 0.946 10.96 13.21 8.86 66.97 4.30 cesses, which are quantiﬁed as the Grüneisen parameters (γ) and anharmonic phase space volume (P3), respectively.5 The order of κ is monolayer GeS > GeSe > SnS > SnSe > bulk SnSe, which is consistent with the order of P3 as shown in Fig. 4(c) except monolayer GeS."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

For exam- ple, as shown in Fig. 4(b), the relaxation time of monolayer GeS (black color) at high frequency range above the gap are much smaller than that at low frequency range below the gap."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Al- though monolayer GeS have relatively large phonon group veloc- ity at high frequency range, as shown in Fig. 5(a) , optical phonon branches above the gap contribute little to κ."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

As for bulk SnSe (cyan color), as shown in Fig. 4(b), the relaxation time at high frequency range above the gap of bulk SnSe are comparable to that at low frequency range below the gap, which is due to the valley of P3 as shown in Fig. 4(c)."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Together with its relatively large phonon group velocity at high frequency range, as shown in the insert in Fig. 5(d) , optical phonon branches above the gap contribute a lot to κ."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The anisotropy of thermal con- ductivity is actually dominated by the anisotropy of phonon group velocity.59 A close view of Fig. 5 shows that the frequency depen- dent κ and average phonon group velocity are nearly isotropic for high frequency phonon modes above the separatrix frequency (where the gap locates), which separates the phonon dispersion into two regions containing equal numbers of branches."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

If we could employ some meth- ods such as strain or doping to modulate the gap, the anisotropy can be effectively modulated, which would be of signiﬁcance in the thermal management applications."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The low and high frequency phonon modes at both sides of the gap are decoupled in bulk SnSe due to the large gap, resulting in the huge anisotropy of the phonon group velocity and contributions to κ of low frequency phonon modes below the gap, as shown in the insert of Fig. 5(d)."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

As discussed above, there exists a gap between O1 and O2 for monolayer GeS and GeSe, while the gap disappears for monolayer SnS and SnSe."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Note that the phonon scattering channels are similar for GeSe, SnS and SnSe, while that for GeS is different due to the lack of the scat- tering channels of LA/TA/FA+A/O1→O2, which is resulted from the large gap (2.014THz) between O1 and O2 for mono- layer GeS."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The scattering between A and O1 phonon branches, especially for TA and FA, is highly enhanced due to the tiny or disappeared gap for monolayer GeSe, SnS and SnSe."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

It is discussed above based on Fig. 5 that the phonon transport properties of the four monolayer compounds are nearly isotropic for high frequency phonon modes above the separatrix frequency (where the gap locates), which separates the phonon dispersion into two regions containing equal numbers of branches, while the anisotropy along the two different directions is conspicuous for low frequency phonon modes below the separatrix frequency."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

If the gap is very large, the coupling disappears, re- sulting in the appearance of the strong anisotropy of low fre- quency phonon modes."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The inﬂuence of the gap on the anisotropy can be explained from the coupling between the phonon modes at both sides of the gap, which is supported by the phonon scattering channels."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

Our experimental results  verified the theoretical prediction of energetically favourable K–Q interlayer excitons and showed exciton-population dynamics  that are controlled by the twist-angle-dependent energy difference between the K–Q and K–K excitons."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

These results form a  basis to investigate exciton and spin transport in van der Waals heterostructures, with implications for the design of quantum  communication devices."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The WS2–WSe2 heterobilayers have a type II band alignment28,29,  which results in the formation of spatially indirect interlayer exci- tons, with electrons and holes that reside in the WS2 and WSe2 lay- ers, respectively (Fig. 1d)."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

As shown in Fig. 1e, the PL spectra at  78 K display a new emission peak at ~1.45 eV in the WS2–WSe2 het- erobilayers with twist angles of 0 and 60°, which is attributed to the   emission from the interlayer excitons16."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

We calculated the energy of  the four lowest-energy optical transitions between the valence-band  maximum in the K valley and the conduction-band minimum in  the K and the Q valleys (Fig. 2a and Supplementary Table 1) for  different stacking configurations."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

We used a  linearly polarized pump beam at 1.58 eV to create excitons in WSe2  and a probe energy of 1.95 eV was used to track the electron pop- ulation in the K (or K′) valley of WS2 after the formation of the  K–K interlayer excitons (Fig. 3a)."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

d, Schematic of the type II band alignment in the WS2–WSe2 heterobilayers that display interlayer exciton  formation."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

e, PL spectrum of the WS2– WSe2 heterobilayers with twist angles of 0 and 60° at 78 K. The peak at ~1.45 eV corresponds to the  interlayer exciton emission."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

f, PL image of the interlayer exciton emission  peak at ~1.45 eV of the 60° heterobilayer taken at 78 K, showing the homogeneous intensity over the heterobilayer."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

a, Schematic representation of a typical band structure of a heterobilayer  in a (strained) primitive unit cell."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The four lowest-energy transitions are indicated by arrows."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

They are either transitions in the K valley (K–K, indicated  by vertical arrows 1 and 2) or transitions between the valence band maximum in the K valley and the conduction band minimum in the Q valley (K–Q,  indicated by diagonal arrows 3 and 4)."
ai,No
human,"Answer only ""Yes"" or ""No"" without any explanation. Based on the following text, is there a value of **band gap** mentioned in it?

The different lines  correspond to the four lowest-energy optical transitions marked in a. Circles and triangles for K–K indicate spin-singlet (K–K singlet) and spin-triplet   (K–K triplet) excitations, respectively."
ai,No
