passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
Table 3  Summary of γ and γ ′ composition of RR10 0 0 powder after heating at 900 ◦C for  15 min as collected by APT (at.%). at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,59/10.1016/j.actamat.2020.09.055,Ta,0.00,-,0,1,1
Table 3  Summary of γ and γ ′ composition of RR10 0 0 powder after heating at 900 ◦C for  15 min as collected by APT (at.%). at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,59/10.1016/j.actamat.2020.09.055,Co,26.94,-,0,1,1
Table 3  Summary of γ and γ ′ composition of RR10 0 0 powder after heating at 900 ◦C for  15 min as collected by APT (at.%). at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,59/10.1016/j.actamat.2020.09.055,Cr,33.00,-,0,1,1
Table 3  Summary of γ and γ ′ composition of RR10 0 0 powder after heating at 900 ◦C for  15 min as collected by APT (at.%). at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,59/10.1016/j.actamat.2020.09.055,Mo,3.16,-,0,1,1
Table 3  Summary of γ and γ ′ composition of RR10 0 0 powder after heating at 900 ◦C for  15 min as collected by APT (at.%). at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,at.%  γ γ γ γ γ′  γ′  γ′  γ′ Ni  34.23  32.25  33.50  32.65  62.58  63.17  63.06  62.54 Al  1.49  0.63  1.19  0.91  11.26  11.16  12.78  12.62 Ti  1.13  0.56  0.81  0.54  13.60  13.06  12.09  13.06 Ta  0.00  0.09  0.17  0.00  1.45  1.42  1.41  1.34  Co  26.94  29.12  27.82  27.83  8.34  8.48  8.06  7.91 Cr  33.00  33.83  32.62  34.39  1.47  1.47  1.45  1.36  Mo  3.16  3.52  3.65  3.64  0.82  0.74  0.92  0.90 Hf  0.00  0.00  0.02  0.00  0.41  0.37  0.14  0.26  Fig. 11.,59/10.1016/j.actamat.2020.09.055,Hf,0.00,-,0,1,1
"The 900 ◦C sample leaves an interconnected network  of γ ′ precipitates, consistent with precipitates observed in super-  alloys [38] and other systems [39] where the formation was pro-  posed to be via spinodal decomposition. The starting γ phase will undergo phase separation via spinodal  decomposition, in which nm-scale domains within the γ phase  possess local chemical enrichment of certain elements such as Al,  Ti, Ta and Ni.","The starting γ phase will undergo phase separation via spinodal  decomposition, in which nm-scale domains within the γ phase  possess local chemical enrichment of certain elements such as Al,  Ti, Ta and Ni.",59/10.1016/j.actamat.2020.09.055,"
Superalloys","
None","
eV",1,0,1
"Further evidence of spinodal decomposition during heating is  observed from the presence of small satellite reﬂections in the  neutron diffraction data, close to fundamental reﬂections. The ob-  servation of satellite reﬂections are direct measurements of the  composition modulation, as has been demonstrated on different  systems via XRD [14] and TEM [41] .","The ob-  servation of satellite reﬂections are direct measurements of the  composition modulation, as has been demonstrated on different  systems via XRD [14] and TEM [41] .",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"Precipitate formation during cooling  When γ ′ has formed during cooling, as is evident from the  sample heated to a supersolvus temperature of 1150 ◦C then  cooled, there is considerable evidence to indicate the precipitate  formation mechanism is dissimilar to γ ′ formed during heating. The multimodal distribution is consistent with observations made  by others, who attribute the generation of γ ′ from classical nu-  cleation and growth [13,16,44] .","The multimodal distribution is consistent with observations made  by others, who attribute the generation of γ ′ from classical nu-  cleation and growth [13,16,44] .",59/10.1016/j.actamat.2020.09.055,"
None","
None","
Evidently, the unit of the **band gap** in the text is not mentioned. Therefore, I will answer ""None"".",0,0,0
"Insights here were  combined with post mortem characterisation using atom probe to-  mography and electron microscopy to elucidate composition and  microstructure evolution. From this, the following conclusions can  be drawn:  1.","From this, the following conclusions can  be drawn:  1.",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"Characterisation of the gas atomised powder, prior to any  further processing, shows no evidence of structural ordering,  however, near-atomic scale compositional segregation was ob-  served. Cr and Co atoms were found to segregate together,  whereas Ni, Al and Ti atoms are repelled by Cr atoms result- ing in regions enriched in γ ′ elements.","Cr and Co atoms were found to segregate together,  whereas Ni, Al and Ti atoms are repelled by Cr atoms result- ing in regions enriched in γ ′ elements.",59/10.1016/j.actamat.2020.09.055,"
None","
None","
eV",0,0,1
"References  [1] T. Pollock , Alloy design for aircraft engines, Nat. Mater 15 (2016) 809–815 .",Mater 15 (2016) 809–815 .,59/10.1016/j.actamat.2020.09.055,"
Alloy","
None","
None",1,0,0
"[3] T. Pollock , S. Tin , Nickel-based superalloys for advanced turbine engines:  chemistry, microstructure and properties, J. Propul. Power 22 (2006) 361–374 .",Power 22 (2006) 361–374 .,59/10.1016/j.actamat.2020.09.055,"
Nickel-based superalloys","
None","
eV",1,0,1
"Power 22 (2006) 361–374 . [4] G.H. Gessinger , M.J. Bomford , Powder metallurgy of superalloys, Int. Metall.","[4] G.H. Gessinger , M.J. Bomford , Powder metallurgy of superalloys, Int. Metall.",59/10.1016/j.actamat.2020.09.055,"
Superalloys","
None","
eV",1,0,1
"[6] G.A. Rao , D. Satyanarayana , Inﬂuence of HIP processing on microstructure and  mechanical properties of superalloy Udimet 720LI, Mater. Sci. Tech. 27 (2011) 478–486 .",Sci. Tech. 27 (2011) 478–486 .,59/10.1016/j.actamat.2020.09.055,"
Udimet 720LI","
None","
None",1,0,0
"[7] N. Bozzolo , N. Souaï, R. Logé, Evolution of microstructure and twin density  during thermomechanical processing in a γ −γ ′ nickel-based superalloy, Acta  Mater. 60 (2012) 5056–5066 .",60 (2012) 5056–5066 .,59/10.1016/j.actamat.2020.09.055,"
Nickel-based superalloy","
None","
eV",1,0,1
"[8] X. Wang , Z. Huang , B. Cai , N. Zhou , O. Magdysyuk , Y. Gao , et al. , Formation  mechanism of abnormally large grains in a polycrystalline nickel-based super-  alloy during heat treatment processing, Acta Mater. 168 (2019) 287–298 .",168 (2019) 287–298 .,59/10.1016/j.actamat.2020.09.055,"
Nickel-based superalloy","
None","
eV",1,0,1
"51  (2003) 1123–1132 . [14] P.P. Rao , B. Agrawal , A. Rao , Hardening mechanism in spinodal Cu-Ni-Cr alloys,  Mater. Sci.","[14] P.P. Rao , B. Agrawal , A. Rao , Hardening mechanism in spinodal Cu-Ni-Cr alloys,  Mater. Sci.",59/10.1016/j.actamat.2020.09.055,"
Cu-Ni-Cr alloys","
None","
None",1,0,0
"[32] F.D. Geuser , B. Gault , Metrology of small particles and solute clusters by atom  probe tomography, Acta Mater. 188 (2020) 406–415 .",188 (2020) 406–415 .,59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"[33] C. Sudbrack , R. Noebe , D. Seidman , Direct observations of nucleation in a  nondilute multicomponent alloy, Phys. Rev. B 73 (2006) 212101 .",Rev. B 73 (2006) 212101 .,59/10.1016/j.actamat.2020.09.055,"
None","
None","
eV",0,0,1
"[39] J. Cahn , On spinodal decomposition, Acta Metall. 9 (1961) 795–801 . [40] W. Soffa , D. Laughlin , Decomposition and ordering processes involving ther-  modynamically ﬁrst-order → disorder transformations, Acta Metall.","[40] W. Soffa , D. Laughlin , Decomposition and ordering processes involving ther-  modynamically ﬁrst-order → disorder transformations, Acta Metall.",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"37 (1989)  3019–3028 . [41] J.C. Zhao , M. Notis , Ordering transformation and spinodal decomposition in  au-ni alloys, Metall. Mater. Trans.","[41] J.C. Zhao , M. Notis , Ordering transformation and spinodal decomposition in  au-ni alloys, Metall. Mater. Trans.",59/10.1016/j.actamat.2020.09.055,"
AuNi alloys","
None","
eV",1,0,1
"Ordered structure models of BaFe2As1−xPx2 obtained by density-functional theory calculations agree perfectly with the single-crystal x-ray structure determinations. The contraction of the Fe-As bonds saturates at doping levels above x0.3, which corrects the unreasonable linear decrease in the so-called pnictide height.","The contraction of the Fe-As bonds saturates at doping levels above x0.3, which corrects the unreasonable linear decrease in the so-called pnictide height.",154/10.1103/PhysRevB.82.014513,"
BaFe2As","
None","
eV",1,0,1
We have therefore synthe- sized the series BaFe2As1−xPx2 and Ba1−xSrxFe2As2 and determined the crystal structures by high-resolution x-ray powder and single-crystal diffraction. We compare the struc- tural data with theoretical models obtained by full-potential density-functional theory DFT calculations.,We compare the struc- tural data with theoretical models obtained by full-potential density-functional theory DFT calculations.,154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
eV",1,0,1
The reaction products were homogenized in an agate mortar and annealed three to four times at 1173 K for 15–25 h. The obtained black metallic powders are slightly air sensitive and therefore handled under argon atmosphere.,The obtained black metallic powders are slightly air sensitive and therefore handled under argon atmosphere.,154/10.1103/PhysRevB.82.014513,"
None","
None","
eV",0,0,1
The intensities were carefully corrected for absorption effects. The atom positions from BaFe2As2 Ref.,The atom positions from BaFe2As2 Ref.,154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
None",1,0,0
"The latter is plausible since it is well known that the Fe-As bond length dramatically inﬂuences the magnetism in iron arsenides.26,27 As a ﬁrst approach, we assume that de- creasing bond lengths increase the bandwidth, thus a mag- netic ground state becomes less stable as the bonds get shorter. Figure 5 shows sections of the band structures with the approximate bandwidths of the Fe dxz,yz bands, which should be strongly effected by the Fe-Pn interaction.","Figure 5 shows sections of the band structures with the approximate bandwidths of the Fe dxz,yz bands, which should be strongly effected by the Fe-Pn interaction.",154/10.1103/PhysRevB.82.014513,"
Iron arsenide (FeAs)","
None","
None",1,0,0
"We ﬁnd that the bandwidth of BaFe2P2 is much larger +35% com- pared with BaFe2As2. But in the case of Ba0.5Sr0.5Fe2As2, the bandwidth is almost identical to BaFe2As2, even though the volume is signiﬁcantly smaller.","But in the case of Ba0.5Sr0.5Fe2As2, the bandwidth is almost identical to BaFe2As2, even though the volume is signiﬁcantly smaller.",154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
35%","
None",1,1,0
"   	                                          FIG. 5. Band structures of BaFe2As2, BaFe2P2, and Ba0.5Sr0.5Fe2As2.","Band structures of BaFe2As2, BaFe2P2, and Ba0.5Sr0.5Fe2As2.",154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
eV",1,0,1
"The bandwidths of the Fe dxz,yz bands are indicated. -1.0 -0.5 0.0 0.5 1.0 0.0 0.4 0.8 1.2 ∆εε (As−Fe−As) (%) exp mag.",-1.0 -0.5 0.0 0.5 1.0 0.0 0.4 0.8 1.2 ∆εε (As−Fe−As) (%) exp mag.,154/10.1103/PhysRevB.82.014513,"
None","
None","
None",0,0,0
"DIFFERENT RESPONSE OF THE CRYSTAL STRUCTURE… PHYSICAL REVIEW B 82, 014513 2010 014513-3and Mazin.27 Thus, we can assume that the small shifts of the distance plotted in Fig. 6 are associated with the suppression of the SDW state. It is worthwhile to note that the suppression of the SDW in BaFe2As1−xPx2 may not necessarily be caused by the shrinking Fe-As bonds.",It is worthwhile to note that the suppression of the SDW in BaFe2As1−xPx2 may not necessarily be caused by the shrinking Fe-As bonds.,154/10.1103/PhysRevB.82.014513,"
BaFe2As1−xPx2","
None","
eV",1,0,1
"Selected bond dis- tances are collected in Table I. It is evident that the Fe-As bonds shrink signiﬁcantly only between x=0 and 0.25, accompanied by the loss of the mag- netic moment.","It is evident that the Fe-As bonds shrink signiﬁcantly only between x=0 and 0.25, accompanied by the loss of the mag- netic moment.",154/10.1103/PhysRevB.82.014513,"
None","
None","
None",0,0,0
"A small contraction of the Fe-As bonds by −1.5% 2–3 pm is associated with the suppression of the SDW state, which is in turn the precondition to superconduc- tivity. This happens by P doping, but not by Sr doping, where the Fe-As bonds shrink by less than 0.5%.","This happens by P doping, but not by Sr doping, where the Fe-As bonds shrink by less than 0.5%.",154/10.1103/PhysRevB.82.014513,"
Iron arsenide (FeAs)","
1.5%","
Picometers (pm)",1,1,1
"Phosphorus doping sup- presses the SDW state by increasing the width of the d bands, which in turn leads to shorter Fe-As bonds due to its strong coupling to the magnetic state. No signiﬁcant contrac- tion of the Fe-As bond is detected in Ba1−xSrxFe2As2, where the SDW state persists despite the similar volume change.","No signiﬁcant contrac- tion of the Fe-As bond is detected in Ba1−xSrxFe2As2, where the SDW state persists despite the similar volume change.",154/10.1103/PhysRevB.82.014513,"
Fe2As2","
None","
eV",1,0,1
The latter contract strongly at low doping dur- ing the magnetism is suppressed 0x0.25 and con- verges to 236 pm at higher doping levels. This behavior is almost quantitatively reproduced by DFT calculations using ordered model structures of BaFe2As1−xPx2.,This behavior is almost quantitatively reproduced by DFT calculations using ordered model structures of BaFe2As1−xPx2.,154/10.1103/PhysRevB.82.014513,"
BaFe2As1−xPx2","
236 pm","
pm",1,1,1
Error bars represent four times the estimated standard deviations. Open symbols repre- sent Fe-Pn bond lengths predicted by DFT structure optimizations of BaFe2As1−xPx2.,Open symbols repre- sent Fe-Pn bond lengths predicted by DFT structure optimizations of BaFe2As1−xPx2.,154/10.1103/PhysRevB.82.014513,"
BaFe2As1−xPx2","
None","
eV",1,0,1
"130, 3296 2008. 2C. de la Cruz et al., Nature London 453, 899 2008. 3M. Rotter, M. Tegel, D. Johrendt, I. Schellenberg, W. Hermes, and R. Pöttgen, Phys. Rev. B 78, 020503R 2008. 4M. Rotter, M. Tegel, and D. Johrendt, Phys. Rev. Lett.","Rev. B 78, 020503R 2008. 4M. Rotter, M. Tegel, and D. Johrendt, Phys. Rev. Lett.",154/10.1103/PhysRevB.82.014513,"
Silicon","
None","
eV",1,0,1
"A64, 112 2008. 21P. Blaha, K. Schwarz, G. K. H. Madsen, D. Kvasnicka, and J. Luitz, Wien2k: An Augmented Plane Wave Plus Local Orbitals Program for Calculating Crystal Properties Technische Univer- sität Wien, Wien, Austria, 2001. 22K. Schwarz and P. Blaha, Comput. Mater. Sci. 28, 259 2003. 23E. Sjöstedt, L. Nordström, and D. J. Singh, Solid State Commun.","Sci. 28, 259 2003. 23E. Sjöstedt, L. Nordström, and D. J. Singh, Solid State Commun.",154/10.1103/PhysRevB.82.014513,"
None","
None","
eV",0,0,1
The Perdew-Burke-Ernzerhof gen- eralized-gradient approximation has been used for all cal- culations [12]. Using the methods discussed in Ref.,Using the methods discussed in Ref.,48/10.1103/PhysRevLett.89.097202,"
Silicon","
None","
None (eV)",1,0,0
"Our isotopically pure calculations show tunnel splittings of the M  	2, M  	4, and M	  6 manifolds of ap- proximately 102, 7  106, and 6  1010 K, respec- tively, but do not split the odd M states since coupling is between M and M 	 4. By randomly changing a single atomic mass by 1 amu, we ﬁnd that the odd-M states are split with a tunnel splitting of the M  	1 states on the order of 104 K.","By randomly changing a single atomic mass by 1 amu, we ﬁnd that the odd-M states are split with a tunnel splitting of the M  	1 states on the order of 104 K.",48/10.1103/PhysRevLett.89.097202,"
None","
10^-4","
K",0,1,1
"This work was supported in part by ONR Grants No. N0001400WX20111 and No. N0001401WX31303. [1] R. Sessoli, D. Gatteschi, A. Caneschi, and M. A. Novak, Nature (London) 365, 141 (1993).","[1] R. Sessoli, D. Gatteschi, A. Caneschi, and M. A. Novak, Nature (London) 365, 141 (1993).",48/10.1103/PhysRevLett.89.097202,"
Silicon","
None","
Electronvolts (eV)",1,0,1
