passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
"[25] Collins, D., D’Souza, N., Panwisawas, C.. In-situ neutron diﬀraction during stress relaxation of a single crystal nickel-base superalloy.",In-situ neutron diﬀraction during stress relaxation of a single crystal nickel-base superalloy.,59/10.1016/j.actamat.2020.09.055,"
Nickel-base superalloy","
None","
eV",1,0,1
In-situ neutron diﬀraction during stress relaxation of a single crystal nickel-base superalloy. Scripta Mater 2017;131:103–107.,Scripta Mater 2017;131:103–107.,59/10.1016/j.actamat.2020.09.055,"
Nickel-base superalloy","
None","
None",1,0,0
"[28] Collins, D., Yan, L., Marquis, E., Connor, L., Ciardiello, J., Evans, A., et al. Lattice misﬁt during ageing of a polycrystalline nickel-base superalloy. Acta Mater 2013;61:7791–7804.",Acta Mater 2013;61:7791–7804.,59/10.1016/j.actamat.2020.09.055,"
Nickel-base superalloy","
None","
eV",1,0,1
"[29] Bagot, P., Silk, O., Douglas, J., Pedrazzini, S., Crudden, D., Martin, T., et al. An atom probe tomography study of site preference and partitioning in a nickel-based superalloy. Acta Mater 2017;125:156 – 165.",Acta Mater 2017;125:156 – 165.,59/10.1016/j.actamat.2020.09.055,"
Nickel-based superalloy","
None","
eV",1,0,1
In situ site-speciﬁc specimen preparation for atom probe tomography. Ultramicroscopy 2007;107:131–139.,Ultramicroscopy 2007;107:131–139.,59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"[31] Moody, M., Stephenson, L., Ceguerra, A., Ringer, S.. Quantitative binomial distribution analyses of nanoscale like-solute atom clustering and segregation in atom probe tomography data. Microsc Res Techniq 2008;71:542–550.",Microsc Res Techniq 2008;71:542–550.,59/10.1016/j.actamat.2020.09.055,"
Silicon","
None","
eV",1,0,1
Metrology of small particles and solute clusters by atom probe tomography. Acta Mater 2020;188:406 – 415.,Acta Mater 2020;188:406 – 415.,59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"Phys Rev B 2006;73:212101. [34] Zhao, H., Gault, B., Ponge, D., Raabe, D., Geuser, F.D..","[34] Zhao, H., Gault, B., Ponge, D., Raabe, D., Geuser, F.D..",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
Parameter free quantitative analysis of atom probe data by correlation functions: Appli- cation to the precipitation in Al-Zn-Mg-Cu. Scripta Mater 2018;154:106– 110.,Scripta Mater 2018;154:106– 110.,59/10.1016/j.actamat.2020.09.055,"
Aluminum","
None","
eV",1,0,1
"Scripta Mater 2018;154:106– 110. [35] Zhou, J., Odqvist, J., Thuvander, M., Hedstr¨om, P..","[35] Zhou, J., Odqvist, J., Thuvander, M., Hedstr¨om, P..",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"Materials Character 2016;121:61 – 67. [37] Connor, L., Stone, H., Collins, D., Preuss, M., Hardy, M., Rae, C..","[37] Connor, L., Stone, H., Collins, D., Preuss, M., Hardy, M., Rae, C..",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"[38] Viswanathan, G., Banerjee, R., Singh, A., Nag, S., Tiley, J., Fraser, H.. Precipitation of ordered phases in metallic solid solutions: A synergistic clustering and ordering process. Scripta Mater 2011;65:485 – 488.",Scripta Mater 2011;65:485 – 488.,59/10.1016/j.actamat.2020.09.055,"
None","
None","
eV",0,0,1
"[44] Radis, R., Schaﬀer, M., Albu, M., Kothleitner, G., P¨olt, P., Kozeschnik, E.. Multimodal size distributions of γ′ precipitates during continuous cooling of UDIMET 720 Li. Acta Mater 2009;57:5739 – 5747.",Acta Mater 2009;57:5739 – 5747.,59/10.1016/j.actamat.2020.09.055,"
UDIMET 720 Li","
None","
eV",1,0,1
"Acta Mater 2009;57:5739 – 5747. [45] Hwang, J., Banerjee, R., Tiley, J., Srinivasan, R., Viswanathan, G., Fraser, H..","[45] Hwang, J., Banerjee, R., Tiley, J., Srinivasan, R., Viswanathan, G., Fraser, H..",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"Metall Mater Trans A 2009;40:24–35. [46] Collins, D., Stone, H..","[46] Collins, D., Stone, H..",59/10.1016/j.actamat.2020.09.055,"
Silicon","
None","
eV",1,0,1
"[47] Bi, Z.n., Tang, C., Qu, J.l., Du, J.h., Zhang, J.. Residual stress control for superalloys disk cooling treatments. In: 8th International Symposium on Superalloy 718 and Derivatives. 2014, p. 787–797.","In: 8th International Symposium on Superalloy 718 and Derivatives. 2014, p. 787–797.",59/10.1016/j.actamat.2020.09.055,"
Superalloys","
None","
None",1,0,0
"[48] Zhang, Z., Feng, Y., Tan, Q., Zou, J., Li, J., Zhou, X., et al. Residual stress distribution in Ni-based superalloy turbine discs during fabrication evaluated by neutron/X-ray diﬀraction measurement and thermomechan- ical simulation. Mater Des 2019;166:107603.",Mater Des 2019;166:107603.,59/10.1016/j.actamat.2020.09.055,"
Ni-based superalloy","
None","
eV",1,0,1
"Mater Des 2019;166:107603. [49] Qiu, C., Attallah, M., Wu, X., Andrews, P..","[49] Qiu, C., Attallah, M., Wu, X., Andrews, P..",59/10.1016/j.actamat.2020.09.055,"
None","
None","
None",0,0,0
"[49] Qiu, C., Attallah, M., Wu, X., Andrews, P.. Inﬂuence of hot isostatic pressing temperature on microstructure and tensile properties of a nickel- based superalloy powder.",Inﬂuence of hot isostatic pressing temperature on microstructure and tensile properties of a nickel- based superalloy powder.,59/10.1016/j.actamat.2020.09.055,"
Nickel-based superalloy","
None","
eV",1,0,1
Inﬂuence of hot isostatic pressing temperature on microstructure and tensile properties of a nickel- based superalloy powder. Mater Sci Eng A 2013;564:176 – 185.,Mater Sci Eng A 2013;564:176 – 185.,59/10.1016/j.actamat.2020.09.055,"
Nickel-based superalloy","
None","
None",1,0,0
"[50] Santisteban, J.R., Daymond, M.R., James, J.A., Edwards, L.. ENGIN-X: a third-generation neutron strain scanner. J Appl Crystall 2006;39:812–825. 14",J Appl Crystall 2006;39:812–825. 14,59/10.1016/j.actamat.2020.09.055,"
None","
None","
eV",0,0,1
"Diﬀerent response of the crystal structure to isoelectronic doping in BaFe2(As1−xPx)2 and (Ba1−xSrx)Fe2As2 Marianne Rotter, Christine Hieke and Dirk Johrendt∗ Department Chemie, Ludwig-Maximilians-Universit¨at M¨unchen, Butenandtstrasse 5-13 (Haus D), 81377 M¨unchen, Germany (Dated: November 3, 2018) Superconductivity up to 30 K in charge neutrally doped BaFe2(As1−xPx)2 has been ascribed to chemical pressure, caused by the shrinking unit cell. But the latter induces no superconductivity in (Ba1−xSrx)Fe2As2 in spite of the same volume range.",But the latter induces no superconductivity in (Ba1−xSrx)Fe2As2 in spite of the same volume range.,154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
eV",1,0,1
"Since the Fe–As bond length is a gauge for the magnetic moment, our results show why the SDW is suppressed by P-, but not by Sr-doping. Only the Fe–P interaction increases the width of the iron 3d bands, which destabilizes the magnetic SDW ground state.","Only the Fe–P interaction increases the width of the iron 3d bands, which destabilizes the magnetic SDW ground state.",154/10.1103/PhysRevB.82.014513,"
Iron (Fe)","
None","
eV",1,0,1
"Ordered structure models of BaFe2(As1−xPx)2 obtained by DFT calculations agree perfectly with the single-crystal X-ray structure determinations. The contraction of the Fe–As bonds saturates at doping levels above x ≈0.3, which corrects the unreasonable linear decrease of the so-called pnictide height.","The contraction of the Fe–As bonds saturates at doping levels above x ≈0.3, which corrects the unreasonable linear decrease of the so-called pnictide height.",154/10.1103/PhysRevB.82.014513,"
BaFe2(As1−xPx)2","
None","
eV",1,0,1
"The stoichiometric compound undergoes a structural phase transition, associated with antiferro- magnetic ordering (spin-density-wave, SDW) at Ttr = 140 K. Superconductivity emerges during the antiferro- magnetic ordering gets suppressed, which can be achieved by hole- or electron-doping4,16 or by applying external pressure9. From the latter it seems easy to conceive, that also the so-called ’chemical pressure’ by substituting arsenic for the smaller phosphorus atoms induces superconductivity in LaOFe(As1−xPx)?","From the latter it seems easy to conceive, that also the so-called ’chemical pressure’ by substituting arsenic for the smaller phosphorus atoms induces superconductivity in LaOFe(As1−xPx)?",154/10.1103/PhysRevB.82.014513,"
LaOFe(As1−xPx)","
None","
None",1,0,0
"From the latter it seems easy to conceive, that also the so-called ’chemical pressure’ by substituting arsenic for the smaller phosphorus atoms induces superconductivity in LaOFe(As1−xPx)? and BaFe2(As1−xPx)215.",and BaFe2(As1−xPx)215.,154/10.1103/PhysRevB.82.014513,"
LaOFe","
None","
eV",1,0,1
3 4  G f  =  1 3 3 3  H z T c  =  2 6 . 5  K FIG. 1: AC-susceptibilty of BaFe2(As1−xPx)2 with x ≈0.4 temperature.,1: AC-susceptibilty of BaFe2(As1−xPx)2 with x ≈0.4 temperature.,154/10.1103/PhysRevB.82.014513,"
BaFe2(As1−xPx)2","
None","
None",1,0,0
"The atom positions from BaFe2As23 were used as starting parameters and reﬁned BaFe As 2 2 BaFe (As P ) 2 1-x x (Ba Sr )Fe As 1-x x 2 2 x(P,Sr) FIG. 2: Unit cell volume against the doping levels in BaFe2(As1−xPx)2 and (Ba1−xSrx)Fe2As2.",2: Unit cell volume against the doping levels in BaFe2(As1−xPx)2 and (Ba1−xSrx)Fe2As2.,154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
eV",1,0,1
Superconduct- ing samples are marked by circles. Values of undoped BaFe2As2 under pressure are from ref.25 (Color online).,Values of undoped BaFe2As2 under pressure are from ref.25 (Color online).,154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
eV",1,0,1
"As a ﬁrst approach, we assume that decreasing bond lengths increase the band- width, thus a magnetic ground-state becomes less sta- ble as the bonds get shorter. Figure 5 shows sections of the band structures with the approximate bandwidths of the Fe-dxz,yz bands, which should be strongly ef- fected by the Fe–Pn interaction.","Figure 5 shows sections of the band structures with the approximate bandwidths of the Fe-dxz,yz bands, which should be strongly ef- fected by the Fe–Pn interaction.",154/10.1103/PhysRevB.82.014513,"
Iron (Fe)","
None","
eV",1,0,1
"Figure 5 shows sections of the band structures with the approximate bandwidths of the Fe-dxz,yz bands, which should be strongly ef- fected by the Fe–Pn interaction. We ﬁnd that the band- Z  Γ X  Energy (eV)   0.0   0.5  -0.5 BaFe As 2 2  0.55 eV  Z  Γ X  BaFe P 2 2  0.75 eV  Z  Γ X  Ba Sr Fe As 0.5 0.5 2 2  0.57 eV  FIG.",We ﬁnd that the band- Z  Γ X  Energy (eV)   0.0   0.5  -0.5 BaFe As 2 2  0.55 eV  Z  Γ X  BaFe P 2 2  0.75 eV  Z  Γ X  Ba Sr Fe As 0.5 0.5 2 2  0.57 eV  FIG.,154/10.1103/PhysRevB.82.014513,"
BaFe As","
0.55 eV","
eV",1,1,1
"We ﬁnd that the band- Z  Γ X  Energy (eV)   0.0   0.5  -0.5 BaFe As 2 2  0.55 eV  Z  Γ X  BaFe P 2 2  0.75 eV  Z  Γ X  Ba Sr Fe As 0.5 0.5 2 2  0.57 eV  FIG. 5: Band structures of BaFe2As2, BaFe2P2 and Ba0.5Sr0.5Fe2As2.","5: Band structures of BaFe2As2, BaFe2P2 and Ba0.5Sr0.5Fe2As2.",154/10.1103/PhysRevB.82.014513,"
BaFe As 2 2","
0.55 eV","
eV",1,1,1
"The bandwidths of the Fe-dxz,yz bands are indicated. width of BaFe2P2 is much larger (+35%) compared with BaFe2As2.",width of BaFe2P2 is much larger (+35%) compared with BaFe2As2.,154/10.1103/PhysRevB.82.014513,"
BaFe2P2","
35","
eV",1,1,1
"width of BaFe2P2 is much larger (+35%) compared with BaFe2As2. But in the case of Ba0.5Sr0.5Fe2As2, the band- width is almost identical to BaFe2As2, even though the volume is signiﬁcantly smaller.","But in the case of Ba0.5Sr0.5Fe2As2, the band- width is almost identical to BaFe2As2, even though the volume is signiﬁcantly smaller.",154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
eV",1,0,1
5 2 . 0 ∆   	   	 B a F e 2 A s 2 G - t y p e  A F 	 	 	 B a F e 2 A s 2 G - t y p e  A F FIG. 7: Results of the full structural optimization of BaFe2As2.,7: Results of the full structural optimization of BaFe2As2.,154/10.1103/PhysRevB.82.014513,"
BaFe2As2","
None","
eV",1,0,1
Error bars rep- resent four times the estimated standard deviations. Open symbols represent Fe–Pn bond lengths predicted by DFT structure optimizations of BaFe2(As1−xPx)2.,Open symbols represent Fe–Pn bond lengths predicted by DFT structure optimizations of BaFe2(As1−xPx)2.,154/10.1103/PhysRevB.82.014513,"
BaFe2(As1−xPx)2","
None","
eV",1,0,1
"A small contraction of the Fe–As bonds by ≈-1.5% (2-3 pm) is associated with the suppression of the SDW state, which is in turn the pre- condition to superconductivity. This happens by P-, but not by Sr-doping, where the Fe–As bonds shrink by less than 0.5%.","This happens by P-, but not by Sr-doping, where the Fe–As bonds shrink by less than 0.5%.",154/10.1103/PhysRevB.82.014513,"
Iron arsenide (FeAs)","
2","
Picometers (pm)",1,1,1
"Phosphorus doping suppresses the SDW state by increasing the width of the d-bands, which in turn leads to shorter Fe–As bonds due to its strong coupling to the magnetic state. No signiﬁcant contraction of the Fe–As bond is detected in (Ba1−xSrx)Fe2As2, where the SDW state persists despite the similar volume change.","No signiﬁcant contraction of the Fe–As bond is detected in (Ba1−xSrx)Fe2As2, where the SDW state persists despite the similar volume change.",154/10.1103/PhysRevB.82.014513,"
Fe2As2","
None","
eV",1,0,1
The latter contract strongly at low doping during the magnetism is suppressed (0 ≤x ≤ 0.25) and converges to ≈236 pm at higher doping lev- els. This behavior is almost quantitatively reproduced by DFT calculations using ordered model structures of BaFe2(As1−xPx)2.,This behavior is almost quantitatively reproduced by DFT calculations using ordered model structures of BaFe2(As1−xPx)2.,154/10.1103/PhysRevB.82.014513,"
BaFe2(As1−xPx)2","
236 pm","
pm",1,1,1
"[1–6] In addition, the magni- tudes of terms in the anisotropy Hamiltonian determine the suitability of nanoscale particles for use in magnetic memory and quantum-computing applications. [7,8] In general, purely electronic contributions to higher-order magnetic anisotropy scale as [1/(2c2)]4 (c = speed of light) but the spin-orbit-vibron contribution scales as [1/ω2] × [1/(2c2)]4.","[7,8] In general, purely electronic contributions to higher-order magnetic anisotropy scale as [1/(2c2)]4 (c = speed of light) but the spin-orbit-vibron contribution scales as [1/ω2] × [1/(2c2)]4.",48/10.1103/PhysRevLett.89.097202,"
None","
None","
None",0,0,0
"[7,8] In general, purely electronic contributions to higher-order magnetic anisotropy scale as [1/(2c2)]4 (c = speed of light) but the spin-orbit-vibron contribution scales as [1/ω2] × [1/(2c2)]4. The large 1/ω2 prefactor suggests this term could be dominant in high-symmetry bulk sys- tems where second-order eﬀects vanish by symmetry.",The large 1/ω2 prefactor suggests this term could be dominant in high-symmetry bulk sys- tems where second-order eﬀects vanish by symmetry.,48/10.1103/PhysRevLett.89.097202,"
None","
None","
None",0,0,0
"[12] Using the methods discussed in Ref. [13], the vibrational frequencies, vibrational eigen- vectors, and IR and Raman spectra have been calculated.","[13], the vibrational frequencies, vibrational eigen- vectors, and IR and Raman spectra have been calculated.",48/10.1103/PhysRevLett.89.097202,"
None","
None","
eV",0,0,1
"The simplest level of approximation is to take a prod- uct wavefunction of the form |Ψ⟩= Πj |φj⟩|SM⟩, with |φj⟩a harmonic oscillator wavefunction and |SM⟩a spin- wavefunction, and determine the diagonal energy of this state. The resulting energy E(M) = ⟨SM| H |SM⟩] is given by: E(M) = X ab γabU ab(M) + X j 1 2ωj (3) − X abcd ΓabcdU ab(M)U cd(M) with Γaba′b′ = P j 1 2ω2 j dγab dQj dγa′b′ dQj .",The resulting energy E(M) = ⟨SM| H |SM⟩] is given by: E(M) = X ab γabU ab(M) + X j 1 2ωj (3) − X abcd ΓabcdU ab(M)U cd(M) with Γaba′b′ = P j 1 2ω2 j dγab dQj dγa′b′ dQj .,48/10.1103/PhysRevLett.89.097202,"
None","
None","
eV",0,0,1
For simplicity we have reex- panded the representation of Barra et al. in terms of orthog- onal cubic polynomials rather than the Stephens polynomials used in their work. All numbers are given in K×104.,All numbers are given in K×104.,48/10.1103/PhysRevLett.89.097202,"
None","
None","
None",0,0,0
"This work was supported in part by ONR grant N0001400WX20111 and N0001401WX31303. [1] R. Sessoli, D. Gatteschi, A. Caneschi and M.A. Novak, Nature 365 141 (1993).","[1] R. Sessoli, D. Gatteschi, A. Caneschi and M.A. Novak, Nature 365 141 (1993).",48/10.1103/PhysRevLett.89.097202,"
None","
None","
None",0,0,0
"[1] R. Sessoli, D. Gatteschi, A. Caneschi and M.A. Novak, Nature 365 141 (1993). [2] A. Caneschi, D. Gatteschi, C. Sangregorio, R. Sessoli, L. Sorace, A. Cornia, M. A. Novak, C. Paulsen and W. Wernsdorfer, J. Magnetism and Magnetic Mat. 200, 182 (1999) and references there [3] J. Friedman, M. P. Sarachik, J. Tejeda, J. Maciejew- ski and R. Ziolo, Phys. Rev. Lett.","[2] A. Caneschi, D. Gatteschi, C. Sangregorio, R. Sessoli, L. Sorace, A. Cornia, M. A. Novak, C. Paulsen and W. Wernsdorfer, J. Magnetism and Magnetic Mat. 200, 182 (1999) and references there [3] J. Friedman, M. P. Sarachik, J. Tejeda, J. Maciejew- ski and R. Ziolo, Phys. Rev. Lett.",48/10.1103/PhysRevLett.89.097202,"
None","
None","
None",0,0,0
"76, 3820 (1996) L. Thomas, F. Lionti, R. Ballou, D. Gatteschi, R. Sessoli and B. Barbara, Nature (London) 383, 145 (1996); [4] C. Sangregorio, T. Ohm, C. Paulsen, R. Sessoli and D. Gatteschi, Phys. Rev. Lett. 78, 4645 (1997). [5] A. L. Barra, D. Gatteschi and R. Sessoli, Phys.","[5] A. L. Barra, D. Gatteschi and R. Sessoli, Phys.",48/10.1103/PhysRevLett.89.097202,"
None","
None","
eV",0,0,1
"[6] F.L. Mettes, F. Luis and L. J. de Jongh, Phys. Rev. B 64, 174411 (2001).","Rev. B 64, 174411 (2001).",48/10.1103/PhysRevLett.89.097202,"
None","
None","
None",0,0,0
"Rev. A 60, 2840 (1999). [17] W. Wernsdorfer et al, Phys. Rev. Lett. 84, 2965 (2000).","[17] W. Wernsdorfer et al, Phys. Rev. Lett. 84, 2965 (2000).",48/10.1103/PhysRevLett.89.097202,"
Silicon","
None","
eV",1,0,1
"[17] W. Wernsdorfer et al, Phys. Rev. Lett. 84, 2965 (2000). [18] K.M. Mertes et al., Phys. Rev. Lett. 87, 227205 (2001). 5","[18] K.M. Mertes et al., Phys. Rev. Lett. 87, 227205 (2001). 5",48/10.1103/PhysRevLett.89.097202,"
Silicon","
None","
eV",1,0,1
Atom He Be C O Ne Mg Si Q(rs = ∞) 0.04 0.11 0.17 0.24 0.30 0.36 0.43 Q(rs=2.2) 0.34 0.43 0.70 0.46 0.16 0.15 0.54 % 12 25 24 52 188 240 80 TABLE I: Inaccuracy of LDA to TDDFT: Friction coeﬃcient of free space (rs = ∞) and that of an electron liquid of rs = 2.2 for several atoms. Line 3 is the ratio of lines 1 and 2 (%).,Line 3 is the ratio of lines 1 and 2 (%).,151/10.1103/PhysRevB.76.205103,"
None","
None","
None",0,0,0
Green squares are results with neglect of the dynamical xc [Eq. (7)]. Blue triangles are results with the dynamical xc included within LDA to the conventional TDDFT [Eq. (10)].,Blue triangles are results with the dynamical xc included within LDA to the conventional TDDFT [Eq. (10)].,151/10.1103/PhysRevB.76.205103,"
None","
None","
eV",0,0,1
Blue triangles are results with the dynamical xc included within LDA to the conventional TDDFT [Eq. (10)]. Red circles are results with the dynamical xc included with use of Eqs. (5) and (12)-(15).,Red circles are results with the dynamical xc included with use of Eqs. (5) and (12)-(15).,151/10.1103/PhysRevB.76.205103,"
None","
None","
eV",0,0,1
21 for ions moving with the velocity of 0.5 a.u. at the distance of 1.2 a.u. from the last atomic plane of the (111) surface of aluminum.,at the distance of 1.2 a.u. from the last atomic plane of the (111) surface of aluminum.,151/10.1103/PhysRevB.76.205103,"
Aluminum","
21","
Electronvolts (eV)",1,1,1
Blue triangles are the results with the dynamical xc included within LDA to the conventional TDDFT as obtained from Eq. (10). Red circles are results with the dynamical xc included with use of Eq. (5) for xc kernel and Eqs.,Red circles are results with the dynamical xc included with use of Eq. (5) for xc kernel and Eqs.,151/10.1103/PhysRevB.76.205103,"
None","
None","
eV",0,0,1
Red circles are results with the dynamical xc included with use of Eq. (5) for xc kernel and Eqs. (12)-(15) of LDA to TDCDFT.,(12)-(15) of LDA to TDCDFT.,151/10.1103/PhysRevB.76.205103,"
None","
None","
eV",0,0,1
