passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,WSe2,None,-,0,0,1
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,WS2,None,-,0,0,1
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,,None,None,0,0,0
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,"*Note: The text mentions ""probe photon energy"" values, but does not explicitly mention ""band gap"" values. The provided energies might be related to the materials' optical properties, but without explicit context, they cannot be confirmed as band gap values.*",None,None,0,0,0
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,,None,None,0,0,0
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,"**Alternate Representation (Speculative, Not Confirmed as Band Gap)**",None,None,0,0,0
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,,None,None,0,0,0
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,**Material**,**Probe Photon Energy**,**Unit**,0,1,1
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,---,---,---,0,1,1
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,WSe2,1.60,eV,0,1,1
The hole dynamics is determined by selectively exciting the WSe2 layer and  probing the WSe2 layer using a probe photon energy of 1.60 eV. The hole population corresponds to the sum of K-K  and K-Q exciton populations. The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,The electron dynamics is determined by selectively exciting the WSe2 layer and  probing the WS2 layer using a probe photon energy of 2.00 eV. The electron population reflects the K-K exciton  population only.,12/10.1038/s41563-020-0670-3,WS2,2.00,eV,0,1,1
"The convergence semiangle is about 28 mard.20 Confocal photoluminescence (PL) microscopy   PL measurements were performed by employing a home-built confocal PL microscope. A  picosecond pulsed diode laser (Pico-Quant, LDH-P-C-450B) with an excitation energy of 2.8 eV  and a repetition rate of 40 MHz was used to excite the sample.","A  picosecond pulsed diode laser (Pico-Quant, LDH-P-C-450B) with an excitation energy of 2.8 eV  and a repetition rate of 40 MHz was used to excite the sample.",12/10.1038/s41563-020-0670-3,None,None,"None (Note: Although ""eV"" is present in the text, it's associated with ""excitation energy"", not explicitly stated as ""band gap"")",0,0,0
"Transient absorption microscopy (TAM) and spectroscopy   Transient absorption dynamics and transport measurements were taken using a home-built TAM  system, performed in the reflection mode, schematically shown in Fig. S13. Briefly, a Ti:  Sapphire oscillator (Coherent Mira 900) pumped by a Verdi diode laser (Verdi V18) was used as  the fundamental light source (1.60 eV, 76 MHz, 200 fs).","Briefly, a Ti:  Sapphire oscillator (Coherent Mira 900) pumped by a Verdi diode laser (Verdi V18) was used as  the fundamental light source (1.60 eV, 76 MHz, 200 fs).",12/10.1038/s41563-020-0670-3,"None 

(Note: The text mentions ""Ti: Sapphire"", but it's in the context of an oscillator, and the energy value is likely related to the light source, not explicitly stated as a band gap for Ti: Sapphire or any other material)","None 

(Note: The text mentions an energy value of 1.60 eV, which is likely related to the photon energy of the light source, but it's not explicitly stated as a band gap value)",None,0,0,0
"Briefly, a Ti:  Sapphire oscillator (Coherent Mira 900) pumped by a Verdi diode laser (Verdi V18) was used as  the fundamental light source (1.60 eV, 76 MHz, 200 fs). 70% of the pulse energy was fed into  the optical parametric oscillator (OPO) (Coherent Mira OPO) to generate the probe beam at 2.00  eV, while the remaining 30% was served as the pump beam.","70% of the pulse energy was fed into  the optical parametric oscillator (OPO) (Coherent Mira OPO) to generate the probe beam at 2.00  eV, while the remaining 30% was served as the pump beam.",12/10.1038/s41563-020-0670-3,None,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,None,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,"**Note:** The text mentions energy values associated with a laser and reflected SHG light, but does not explicitly mention ""band gap"" or link these energies to a material's band gap. Therefore, no band gap values can be accurately extracted.",None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,**Auxiliary Information (not part of the requested summary):**,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,If assuming the energy values might be of interest in a different context:,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,,None,None,0,0,0
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,**Context**,**Value**,**Unit**,0,1,1
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,---,---,---,0,1,1
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,Femtosecond Laser Energy,1.55 eV,eV,0,1,1
"A linear polarized  femtosecond laser (1.55 eV) from an optical parametric amplifier (OPA, TOPAS-Twins, Light  Conversion Ltd) pumped by the output of a high repetition rate amplifier (PHAROS Light  Conversion Ltd., 400 KHz, 200 fs) was focused onto the sample with a 50X (NA = 0.95)  objective. The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.","The reflected SHG light (3.10 eV) was collected using the same objective, dispersed  with a monochromator (Andor Technology) and detected by a TE cooled charge-coupled device  (CCD) (Andor Technology).10     Fig. S4.",12/10.1038/s41563-020-0670-3,Reflected SHG Light Energy,3.10 eV,eV,0,1,1
The pump and probe photon energies are 1.60 and 2.00 eV  respectively. It displays that the WS2 only area has no detectable TA signal due to the pump  photon energy (1.60 eV) is well below the bandgap of the WS2 (2.00 eV). Fig. S15.,It displays that the WS2 only area has no detectable TA signal due to the pump  photon energy (1.60 eV) is well below the bandgap of the WS2 (2.00 eV). Fig. S15.,12/10.1038/s41563-020-0670-3,WS2,2.00,eV,1,1,1
