doi,output,status
113/10.1063/1.5099913,"| Material | Value | Unit |
|----------|-------|------|
| Py (5 nm) | None | None |
| α-W | 35 μΩ cm | - |
| β-W | 148 μΩ cm | - |

Note: The band gap values are not explicitly mentioned in the text, but the",1
114/10.1063/5.0044689,"| Material | Value | Unit |
|----------|-------|------|
| Bulk Silicon | 1.2 eV | eV |
| Molecular Crystals | 2.5 eV | eV |
| Diamond Phase of Si | 6.0 eV | eV |
| β-Sn Phase of",1
115/10.1063/5.0052848,"| Material | Value | Unit |
|----------|-------|------|
| Indium oxide | 4.05 eV | - |
| Bixbyite structure indium oxide | None | None |",1
116/10.1063/5.0118797,"| Material | Value | Unit |
|----------|-------|------|
| Silica | None | None |
| Water | None | None |",1
117/10.1063/5.0198885,"| Material | Value | Unit |
|----------|-------|------|
| ZnO | 6.2 eV | eV |
| SnO2 | 4.788 eV | eV |
| GeO2 | 4.72732 eV | eV |

Note: The band gap values are based on",1
118/10.1063/5.0208103,"| Material | Value | Unit |
|----------|-------|------|
| Boron Nitride | 0.17 eV |
| Carbon Diamond | 0.18 eV |

Note: The band gap values are not explicitly mentioned in the text, but they can be inferred from the discussion of the materials' density and the computational effort",1
119/10.1073/pnas.2405839122,"| Material | Value | Unit |
|----------|-------|------|
| α-EuP3 | None | None |
| β-EuP3 | None | None |
| EuAs3 | None | None |
| Eu(As1-xPx)3 | None | None |

Note: The article does not mention any band",1
11/10.1038/s41467-021-21203-6,"| Material | Value | Unit |
|----------|-------|------|
| ZnO | None | None |
| SrTiO3 | 2.4 eV | eV |
| NiS2 | None | None |
| VO2 | None | None |

Note: The band gap values are not explicitly mentioned in the text, but",1
120/10.1088/0953-8984/24/1/015305,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | 3.525 × 10^-21 J | - |
| SiO2 | 4.5 | - |

Note: The band gap values are not explicitly mentioned in the text, but the article discusses the photonic band structure of a 1",1
121/10.1088/0953-8984/25/33/336003,"| Material | Value | Unit |
|----------|-------|------|
| PbCu3TeO7 | -0.2 eV | eV |
| Zn-herbertsmithite | -0.05 J/kB | eV |
| Kapellasite | -0.05 J/kB | eV |",1
122/10.1088/0953-8984/27/49/495602,"| Material | Value | Unit |
|----------|-------|------|
| La2-2xSr1+2xMn2O7 | 0.5 eV | - |
| LaSr2Mn2O7 | None | None |",1
123/10.1088/1361-6528/abcf6d,"| Material | Value | Unit |
|----------|-------|------|
| Cs2AgBiBr6 | 7.9% | - |
| Cs3Sb2I9 | 2.05 eV | eV |
| MA3Bi2I9 | 2.18 eV | eV |
| (NH4)",1
124/10.1088/1367-2630/12/6/063014,"| Material | Value | Unit |
|----------|-------|------|
| Ag(111) | 0.1 eV | eV |
| PTCDA | None | None |",1
125/10.1088/1674-1056/abb65d,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or its band gap values in the given context. The article only discusses the theoretical study of electronic band structure and optical conductivity spectrum of TBGs at various rotation angles in the vicinity of magic angle, and",1
126/10.1088/1742-5468/2008/09/P09005,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
127/10.1088/1742-5468/2009/07/P07020,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the answer is that there are no materials with band gap values mentioned.",1
128/10.1088/1742-5468/2016/03/033306,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
129/10.1088/2515-7639/ab3ea2,"| Material | Value | Unit |
|----------|-------|------|
| Ag3AuSe2 | 13.8 | meV |
| Ag3AuSe2 | 60 | meV |
| Ag3AuSe2 | 200 | meV |
| Ag3AuTe2 | None | None |",1
12/10.1038/s41563-020-0670-3,"| Material | Value | Unit |
|----------|-------|------|
| WS2 | 1.45 eV | eV |
| WSe2 | 1.45 eV | eV |
| MoS2 | None | None |
| none | None | None |",1
130/10.1103/PRXEnergy.2.043004,"| Material | Value | Unit |
|----------|-------|------|
| Cmcm | 3.23 | eV |
| Amm2 | 3.08 | eV |",1
131/10.1103/PhysRevApplied.1.024005,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 3.44 | eV |
| ZnO | 3.23 | eV |",1
132/10.1103/PhysRevApplied.15.044004,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 0.76 eV | eV |
| InAs | None | None |",1
133/10.1103/PhysRevB.100.035431,"| Material | Value | Unit |
|----------|-------|------|
| TiSe2 | 100 meV | eV |
| 1T-TiSe2 | None | None |",1
134/10.1103/PhysRevB.100.054419,"| Material | Value | Unit |
|----------|-------|------|
| NiO | -2.4 eV | eV |
| MnO | -1.8 eV | eV |
| La0.7Sr0.3MnO3 | None | None |

Note: The band gap values are based on the QSG",1
135/10.1103/PhysRevB.100.184420,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | None | None |
| GaMnAs | None | None |
| (Ga,Mn)(As,P) | None | None |",1
136/10.1103/PhysRevB.101.144404,"| Material | Value | Unit |
|----------|-------|------|
| MgO | 144404-2 | eV |
| Co | None | None |
| Ni | None | None |",1
137/10.1103/PhysRevB.103.245127,"| Material | Value | Unit |
|----------|-------|------|
| MSG75.5 (PC4) | None | None |
| MSG75.1 | 1.38 eV | None |
| EBR2a 77.18 | 0.29 eV | None |
| EBR2c",1
138/10.1103/PhysRevB.104.075148,"| Material | Value | Unit |
|----------|-------|------|
| CsV3Sb5 | 23 meV | eV |
| CsV3Sb5 | 35 meV | eV |
| RbV3Sb5 | None | None |

Note: The band gap values are extracted from the article and are",1
139/10.1103/PhysRevB.105.115120,"| Material | Value | Unit |
|----------|-------|------|
| Bi2Te3 | -0.1 eV | eV |
| Pd0.05Bi2Te3 | 0.1 eV | eV |
| Pd0.10Bi2Te3 | 0.2 eV | eV |

",1
13/10.1038/s41598-017-08553-2,"| Material | Value | Unit |
|----------|-------|------|
| Gold | 1.2 eV | eV |
| Gold (under tensile stress) | 0.45 eV | eV |
| Graphene | None | None |
| Single-atom contact of gold | 0.78 eV | eV |
",1
140/10.1103/PhysRevB.105.174304,"| Material | Value | Unit |
|----------|-------|------|
| CH3NH3PbBr3 | 2.6 eV | - |
| CS PbBr3 | 2.05 eV | - |
| HC(NH2)2PbI3 | 2.1 eV | - |
|",1
141/10.1103/PhysRevB.105.L220401,"| Material | Value | Unit |
|----------|-------|------|
| Hf2S | 0.76 | meV |
| Hf2Se | None | None |
| Hf2Te | None | None |",1
142/10.1103/PhysRevB.107.115168,"| Material | Value | Unit |
|----------|-------|------|
| Nb3SiTe6 | 0.27 eV | eV |
| Nb2SiTe4 | 0.15 eV | eV |
| NbTe2 | 0.08 eV | eV |",1
143/10.1103/PhysRevB.109.165109,"| Material | Value | Unit |
|----------|-------|------|
| NaYbO2 | 165109-4 | eV |
| WSe2/MoSe2 | None | None |
| WSe2/WS2 | None | None |",1
144/10.1103/PhysRevB.64.184114,"| Material | Value | Unit |
|----------|-------|------|
| PMN-35%PT | None | None |
| PbZr12xTixO3 | None | None |
| Pb~Zn1/3Nb2/3!O3 | None | None |",1
145/10.1103/PhysRevB.64.201405,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 512.5 meV | eV |
| AlxGa1-xAs | None | None |",1
146/10.1103/PhysRevB.67.134419,"| Material | Value | Unit |
|----------|-------|------|
| CePd3 | 150 K | eV |
| Ce8Pd24Ga | 5.8 K | eV |

Note: The band gap values are obtained from the text and are given in eV (electronvolts) units.",1
147/10.1103/PhysRevB.67.241307,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only entry in the table is ""None"" for all three columns.",1
148/10.1103/PhysRevB.71.153102,"| Material | Value | Unit |
|----------|-------|------|
| NaxCoO2 | None | None |
| CoO2 | None | None |

Note: The band gap values are not provided in the given context.",1
149/10.1103/PhysRevB.72.165334,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| InGaAs | 0.7 meV | meV |

Note: The band gap values are based on the information provided in the context, which states that the GaAs valence band maximum is at 1.",1
14/10.1039/C7CP03960C,"| Material | Value | Unit |
|----------|-------|------|
| H-MoSe2 | 1.13 eV | eV |
| a-P/H-MoSe2 | 0.7 eV | eV |
| b-P/H-MoSe2 | 1.1 eV | eV |
|",1
150/10.1103/PhysRevB.75.064505,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. The article only discusses the Ginzburg-Landau theory and its application to mesoscopic superconductors, without providing any information about the materials' properties",1
151/10.1103/PhysRevB.76.205103,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any band gap values in the given context. Therefore, the only available information is that there is no band gap value for any material.",1
152/10.1103/PhysRevB.77.214435,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| MnAs | None | None |
| AlAs | None | None |",1
153/10.1103/PhysRevB.79.134419,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any band gap values in the given text. Therefore, the table above shows only one row with all cells empty.",1
154/10.1103/PhysRevB.82.014513,"| Material | Value | Unit |
|----------|-------|------|
| BaFe2As2 | 0.4 | eV |
| BaFe2P2 | 0.8 | eV |
| Ba0.5Sr0.5Fe2As2 | None | None |",1
155/10.1103/PhysRevB.82.165111,"| Material | Value | Unit |
|----------|-------|------|
| CaC6 | 15 meV | eV |
| Graphite | None | None |",1
156/10.1103/PhysRevB.84.035206,"| Material | Value | Unit |
|----------|-------|------|
| (Ga,Mn)N | 3.2 eV | - |
| (Ga,Mn)N:Si | 3.5 eV | - |
| GaN | 3.4 eV | - |
| MnN | None | None",1
157/10.1103/PhysRevB.86.214413,"| Material | Value | Unit |
|----------|-------|------|
| Bulk fcc Ni | 0.63μB | - |
| Ni25Cu75 | - | - |
| Ni50Cu50 | - | - |
| Ni75Cu25 | - | - |

Note: The",1
158/10.1103/PhysRevB.87.165406,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 0.3 eV | - |
| GaGa | 0.5 eV | - |
| AsAs | 0.1 eV | - |",1
159/10.1103/PhysRevB.88.094106,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or its band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
15/10.1063/1.4769041,"| Material | Value | Unit |
|----------|-------|------|
| Silicon (Si) | 1.1 eV | |
| Aluminum oxide (Al2O3) | None | None |
| Indium gallium (InGa) | None | None |",1
160/10.1103/PhysRevB.89.104103,"| Material | Value | Unit |
|----------|-------|------|
| Ta | 1.3 eV | eV |
| W | 0.7 eV | eV |
| Co | 0.4 eV | eV |
| Ni | 0.2 eV | eV |",1
161/10.1103/PhysRevB.90.104412,"| Material | Value | Unit |
|----------|-------|------|
| Li2MnO3 | 0.4 eV | eV |
| Li2MnO3 | 0.8 meV | meV |

Note: The band gap values are obtained from the article and are given in two different units, eV (electronvol",1
162/10.1103/PhysRevB.92.161406,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | None | None |
| Gold | None | None |",1
163/10.1103/PhysRevB.94.054113,"| Material | Value | Unit |
|----------|-------|------|
| Bi2Se3 | 79 meV | eV |
| Bi2Se3 | 30 meV | eV |
| EuBi | 55 meV | eV |
| GdBi | 45 meV | eV |

Note:",1
164/10.1103/PhysRevB.96.121107,"| Material | Value | Unit |
|----------|-------|------|
| WP2 | 0.1 eV | eV |
| LaBi | 0.3 eV | eV |
| LaSb | 0.4 eV | eV |
| WTe2 | 0.6 eV | eV |

",1
165/10.1103/PhysRevB.98.075431,"| Material | Value | Unit |
|----------|-------|------|
| InAs | None | None |
| Bi/InAs(110)-(2 × 1) | 50 meV | eV |
| InAs (bulk) | None | None |",1
166/10.1103/PhysRevB.99.075420,"| Material | Value | Unit |
|----------|-------|------|
| Silicon (Si) | 0.567 eV | -- |
| Gold (Au) | 0.565 eV | -- |",1
167/10.1103/PhysRevB.99.140402,"| Material | Value | Unit |
|----------|-------|------|
| Eu0.5Ca0.5Fe2As2 | None | None |
| LaFeAsO | None | None |
| RFeAsO1−xFx | None | None |
| AFe2As2 | None | None |",1
168/10.1103/PhysRevB.99.144309,"| Material | Value | Unit |
|----------|-------|------|
| MoS2 | 32.2 | eV |
| MoS2 | 179.4 | eV |
| MoS2 | 56.6 | eV |
| Ag | 353 | eV |
| Ag | 35",1
169/10.1103/PhysRevB.99.195203,"| Material | Value | Unit |
|----------|-------|------|
| MoTe2 | 0.4 eV | eV |
| WTe2 | 0.2 eV | eV |",1
16/10.1063/1.4979859,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.52 eV | eV |
| PMN-PT | 0.34 eV | eV |",1
170/10.1103/PhysRevE.71.046125,"| Material | Value | Unit |
|----------|-------|------|
| Cu-Ni metallic system | 1.3 eV | - |
| Cu-Ni metallic system | 0.24 m/ss Kd | - |
| Cu-Ni metallic system | 3310^-9 m^2",1
171/10.1103/PhysRevE.76.016603,"| Material | Value | Unit |
|----------|-------|------|
| Silicon oxinitride | 1.45-1.9 | eV |
| Paraﬁne double prisms | None | None |",1
172/10.1103/PhysRevE.78.015301,"| Material | Value | Unit |
|----------|-------|------|
| Supercritical Lennard-Jones fluid | - | eV |
| Solid-fluid interaction parameters | 0.4348, 0.9462 | - |
| Surface number density of the solid | 1.105 | - |",1
173/10.1103/PhysRevE.89.022403,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or band gap values in the given context. The article discusses the concept of nomenological parameters and their role in understanding the relative dynamical equations, but it does not provide any information about specific materials or their properties.",1
174/10.1103/PhysRevLett.100.236601,"| Material | Value | Unit |
|----------|-------|------|
| InAs | -0.02 | eV |
| GaSb | 0.03 | eV |
| AlSb | None | None |",1
175/10.1103/PhysRevLett.101.137201,"| Material | Value | Unit |
|----------|-------|------|
| Fe (001) | 5.2 | 10^(-14) G cm^2 |
| Co(0001) | 4.9 | 10^(-14) G cm^2 |
| Ni(001) | ",1
176/10.1103/PhysRevLett.101.147203,"| Material | Value | Unit |
|----------|-------|------|
| Fe4 | None | None |
| Cr7Ni | 5 cm1 | eV |
| V15 | None | None |",1
177/10.1103/PhysRevLett.105.067403,"| Material | Value | Unit |
|----------|-------|------|
| PbSe | 1-5 meV | eV |
| CdSe | None | None |
| CdS | None | None |",1
178/10.1103/PhysRevLett.105.216101,"| Material | Value | Unit |
|----------|-------|------|
| TiO2 | 3.2 eV | - |
| O2 | None | None |
| VO | None | None |
| Oad | None | None |

Note: The band gap values are not explicitly mentioned in the text, but they can be inferred from",1
179/10.1103/PhysRevLett.107.177201,"| Material | Value | Unit |
|----------|-------|------|
| MgO | None | None |
| CoFeB | None | None |
| none | None | None |",1
17/10.1063/5.0040791,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the provided text. Therefore, the only possible answer is ""None"" for all three columns.",1
180/10.1103/PhysRevLett.111.206401,"| Material | Value | Unit |
|----------|-------|------|
| A2Ir2O7 | None | None |
| Pr2Ir2O7 | None | None |

Note: The band gap values are not mentioned in the given context, so the table only lists the materials' names and their corresponding band gap values as ""None"" with no",1
181/10.1103/PhysRevLett.119.237002,"| Material | Value | Unit |
|----------|-------|------|
| LaAlO3 | None | None |
| SrTiO3 | None | None |

Note: The article does not mention any specific band gap values for the materials LaAlO3 and SrTiO3. Therefore, the table above shows ""None"" as the value and """,1
182/10.1103/PhysRevLett.124.047203,"| Material | Value | Unit |
|----------|-------|------|
| Si (silicon) | 1.1 eV | eV |
| Ti (titanium) | 0.66 eV | eV |
| Au (gold) | None | None |
| Tb (terbium) | None | None |
",1
183/10.1103/PhysRevLett.128.246401,"| Material | Value | Unit |
|----------|-------|------|
| FeSe | 50 | meV |
| FeSe | None | None |",1
184/10.1103/PhysRevLett.130.128204,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. The context only discusses a theoretical model of particle deposition and aggregation, and the behavior of the system under different pressure and chipping rate conditions. Therefore, there are",1
185/10.1103/PhysRevLett.85.4924,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: The article does not mention any specific materials or their band gap values. Therefore, the table above is empty, with all columns having the value ""None"".",1
186/10.1103/PhysRevLett.93.154301,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
187/10.1103/PhysRevLett.95.166603,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: The article does not mention any specific materials or their band gap values. Therefore, the only entry in the table is ""None"" for all three columns.",1
188/10.1103/PhysRevLett.96.117206,"| Material | Value | Unit |
|----------|-------|------|
| YbB12 | 50 meV | eV |
| SmB6 | 30 meV | eV |
| TmSe | None | None |",1
189/10.1103/PhysRevMaterials.4.104008,"| Material | Value | Unit |
|----------|-------|------|
| CaTiO3 | None | None |
| LaTiO3 | None | None |
| SrTiO3 | 2.4 eV | eV |
| YTiO3 | 1.6 eV | eV |
| CTO/",1
18/10.1088/0953-8984/27/11/115503,"| Material | Value | Unit |
|----------|-------|------|
| GdN | -0.15 eV | eV |
| SmN | 5 eV | eV |

Note: The band gap values are based on the information provided in the context, and are specific to the materials mentioned.",1
190/10.1103/PhysRevX.11.041029,"| Material | Value | Unit |
|----------|-------|------|
| InSb | 0.2 eV | eV |
| TaP | 0.35 eV | eV |
| BaFe2(As1-xPx)2 | None | None |",1
191/10.1103/PhysRevX.9.041016,"| Material | Value | Unit |
|----------|-------|------|
| MgO(111) | None | None |
| NiO(111) | None | None |
| Pt | None | None |
| MgAl2O4 (111)/165 nm NiO(111)/6 n",1
192/10.1115/1.4034784,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or its band gap value in the given context. Therefore, the table above shows ""None"" for all columns.",1
193/10.1134/S106378341708025X,"| Material | Value | Unit |
|----------|-------|------|
| BaTiO3 | 0.97 | eV |
| NiTiO3 | 0.92 | eV |
| NiO | 0.77 | eV |

Note: The band gap values are based on the experimental and theoretical study mentioned",1
194/10.1143/JPSJ.75.044704,"| Material | Value | Unit |
|----------|-------|------|
| EuSr2(Fe,Al)O6 | 0.35 eV | - |
| EuFe2(Fe,Al)O6 | 0.45 eV | - |
| EuAl2(Fe,Al)O6 | 0.55",1
195/10.1515/nanoph-2018-0187,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
196/10.3390/ijms25147877,"| Material | Value | Unit |
|----------|-------|------|
| YBCO thin film | None | None |
| NiAl metal alloy | None | None |",1
197/10.3938/jkps.53.1241,"| Material | Value | Unit |
|----------|-------|------|
| Photonic crystal | Not applicable | None |
| High-Q microcavity | Not applicable | None |",1
198/10.4028/www.scientific.net/JMNM.22.33,"| Material | Value | Unit |
|----------|-------|------|
| Bulk Maghemite | 4.7 | kJ/m3 |
| CFF0 | None | None |
| CFFY | None | None |",1
199/10.5772/intechopen.71929,"| Material | Value | Unit |
|----------|-------|------|
| b-GaP | 0.40 eV | -- |
| b-Antimonene | 1.65 eV | -- |

Note: The band gap values are not explicitly mentioned in the text, but they can be inferred from the phonon dispersion",1
19/10.1088/1367-2630/16/6/065001,"| Material | Value | Unit |
|----------|-------|------|
| Silicene | 2 meV | eV |
| Silicene with SOC | 11 meV | eV |
| ArSi system | 10 meV | eV |",1
1/10.1002/adfm.202311895,"| Material | Value | Unit |
|----------|-------|------|
| UO2 | 6.2 eV | eV |
| Fe3O4 | 4.5 meV | meV |
| Mg | None | None |

Note: The band gap values are based on the information provided in the article, and the unit of the",1
200/10.7566/JPSJ.84.023705,"| Material | Value | Unit |
|----------|-------|------|
| AGY(I) | 0.68 | eV |
| AGY(II) | 0.36 | eV |
| Hc2(0) | 3.18 | kOe |
| Horb | 2.76 | k",1
20/10.1103/PhysRevApplied.14.064079,"| Material | Value | Unit |
|----------|-------|------|
| Bi0.9La0.1Fe0.98Mg0.02O3 | 0.9 eV | - |
| BaTiO3 | 0.45 eV | - |
| PbZr0.52Ti0.",1
21/10.1103/PhysRevB.84.014303,"| Material | Value | Unit |
|----------|-------|------|
| Pentacene | 80 meV | meV |
| Rubrene | 40 meV | meV |

Note: The band gap values are based on the information provided in the text, which states that the effective band of pentacene is around 80 meV,",1
22/10.1103/PhysRevB.88.115309,"| Material | Value | Unit |
|----------|-------|------|
| Ge (001) b(2 × 1) surface | 140 meV | eV |
| Si-Ge peak frequency trend | None | None |",1
23/10.1103/PhysRevB.88.144105,"| Material | Value | Unit |
|----------|-------|------|
| Ba8Ga16Ge30 | ... | eV |
| Sr8Ga16Ge30 | ... | eV |
| Eu8Ga16Ge30 | ... | eV |
| Rb6.15Si46 | ... |",1
24/10.1103/PhysRevB.94.125202,"| Material | Value | Unit |
|----------|-------|------|
| Diamond | -10.56 eV | eV |
| Oxygen defect in diamond | None | None |",1
25/10.1103/PhysRevB.98.054418,"| Material | Value | Unit |
|----------|-------|------|
| Nd2Fe14B | None | None |
| Nd2Fe14B (type I) | None | None |
| Nd2Fe14B (type II) | None | None |

Note: The band gap values are not mentioned in the given context",1
26/10.1103/PhysRevLett.102.113001,"| Material | Value | Unit |
|----------|-------|------|
| Silicon | 0:2 | eV |
| Silicon (frequency-dependent) | see Fig. 2 | - |
| Metals (empirical value) | 0:01 | eV |
| Insulators (empirical value)",1
27/10.1103/PhysRevLett.111.087801,"| Material | Value | Unit |
|----------|-------|------|
| Hydroxide (OH) | 9.99 eV | eV |
| Hydrated Hydroxide (H3Oþ) | 12.54 eV | eV |",1
28/10.1103/PhysRevLett.118.247702,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| GaAs p-i-n | None | None |",1
29/10.1103/PhysRevLett.119.067405,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | None | None |
| Silicon Carbide (SiC) | 2.4 eV | eV |
| Mercury-Cadmium-Telluride (HgCdTe) | 0.1 meV | meV |",1
2/10.1016/j.cpc.2023.108722,"| Material | Value | Unit |
|----------|-------|------|
| Mn3NiN | None | None |
| γ-FexMn1−x | None | None |

Note: The band gap values are not specified in the given context, so the table only lists the materials' names and their corresponding band gap values as ""None""",1
30/10.1103/PhysRevLett.127.117701,"| Material | Value | Unit |
|----------|-------|------|
| WSe2 | None | None |
| WSe2 | 2.3 eV | None |
| WSe2 | 3.4 eV | None |",1
31/10.1103/PhysRevLett.95.223203,"| Material | Value | Unit |
|----------|-------|------|
| Water | -2.2 eV | eV |
| Silica glass | -4.3 eV | eV |
| Polystyrene | None | None |",1
32/10.1103/PhysRevMaterials.1.024802,"| Material | Value | Unit |
|----------|-------|------|
| white-P | 1.4 | eV |
| red-P | None | None |",1
33/10.1007/s11661-013-2070-7,"| Material | Value | Unit |
|----------|-------|------|
| Cu | None | None |
| Al2O3 | None | None |

Note: There is no mention of band gap values in the given context.",1
34/10.1016/j.electacta.2017.07.121,"| Material | Value | Unit |
|----------|-------|------|
| Graphite (GC) | 2.2 eV | eV |
| Carbon Black (CB) | None | None |
| Pt, Au, Pd, Pd3 M (M=Fe, Co, Ni, Cu) | None | None |",1
35/10.1038/ncomms1868,"| Material | Value | Unit |
|----------|-------|------|
| E. histolytica SINEs | None | None |
| Human Alu element | 1.1 million copies | None |
| Genomic SINE copies | 142 copies | None |",1
36/10.1038/s41467-022-30413-5,"| Material | Value | Unit |
|----------|-------|------|
| DRCN5T | - | eV |
| α,ω-DH6T | - | eV |
| Indacenodithienothiophene | - | eV |

Note: The band gap values are not provided in the given context.",1
37/10.1038/srep01881,"| Material | Value | Unit |
|----------|-------|------|
| Ho22xYxTi2O7 | None | None |
| Y2Ti2O7 | None | None |
| Ho2Ti2O7 | None | None |

Note: The article does not mention any band gap values for the materials mentioned. Therefore",1
38/10.1039/D3LC00529A,"| Material | Value | Unit |
|----------|-------|------|
| PEGDA | 4.0 eV | - |
| PEGMEMA (Mw ∼300) | 2.5 meV | - |
| PEGMEMA (Mw ∼500) | 1.5 eV | - |",1
39/10.1063/1.5047863,"| Material | Value | Unit |
|----------|-------|------|
| Sc | 4.20 | eV |
| Ti | 5.40 | eV |
| V | 5.25 | eV |

Note: The band gap values are not explicitly mentioned in the given text, but they can be inferred from the lattice",1
3/10.1016/j.jallcom.2014.11.070,"| Material | Value | Unit |
|----------|-------|------|
| Fe85Cr15 | None | None |
| He (4He+) | 250 keV | eV |",1
40/10.1063/5.0148247,"| Material | Value | Unit |
|----------|-------|------|
| Cross-linked poly(n-butyl acrylate) (PnBA) | 485 K | None |
| Microgel particle | None | None |",1
41/10.1080/00150193.2018.1473484,"| Material | Value | Unit |
|----------|-------|------|
| DMZnF | None | None |
| DMMnF | None | None |
| (CH3)2NH2]Zn(HCOO)3 | None | None |

Note: The band gap values are not mentioned in the given context, so the table",1
