doi,output,status
129/10.1088/2515-7639/ab3ea2,"| Material | Value | Unit |
|----------|-------|------|
| Ag3AuSe2 | 13.8 | meV |
| Ag3AuSe2 | 60 | meV |
| Ag3AuTe2 | None | None |",1
12/10.1038/s41563-020-0670-3,"| Material | Value | Unit |
|----------|-------|------|
| WS2 | 1.45 eV | eV |
| WSe2 | None | None |",1
130/10.1103/PRXEnergy.2.043004,"| Material | Value | Unit |
|----------|-------|------|
| Cmcm | 3.23 | eV |
| Amm2 | 3.08 | eV |",1
131/10.1103/PhysRevApplied.1.024005,"| Material | Value | Unit |
|----------|-------|------|
| ZnO | 3.44 | eV |
| NO | 0.4 | eV |

Note: The band gap value for ZnO is 3.44 eV, while the transition level for NO is 0.4 eV.",1
132/10.1103/PhysRevApplied.15.044004,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.519 | eV |
| AlAs | λ/4 | - |
| Ta2O5 | λ/4 | - |

Note: The band gap value for GaAs is 1.519 eV, while the band",1
133/10.1103/PhysRevB.100.035431,"| Material | Value | Unit |
|----------|-------|------|
| TiSe2 | 60 meV | eV |
| TiSe2 | 62 meV | eV |
| RTe3 | None | None |

Note: The band gap values are given in eV (electronvolts) and the unit is not specified",1
134/10.1103/PhysRevB.100.054419,"| Material | Value | Unit |
|----------|-------|------|
| NiO | 2.93 μB | μB |
| MnO | 2.93 μB | μB |
| La0.7Sr0.3MnO3 | None | None |
| Fe | 2.2",1
135/10.1103/PhysRevB.100.184420,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 65 meV | eV |
| (Ga,Mn)As | None | None |
| (Ga,Mn)(As,P) bilayer | None | None |",1
136/10.1103/PhysRevB.101.144404,"| Material | Value | Unit |
|----------|-------|------|
| Co | 2.48 x 10^-3 | eV |
| Co | 5.71 x 10^-5 | eV |
| Ni | 1.42 x 10^-3 | eV |
| Ni | 1.2",1
137/10.1103/PhysRevB.103.245127,"| Material | Value | Unit |
|----------|-------|------|
| MSG75.1 (P4) | -1.0 | eV |
| MSG75.5 (PC4) | 1.0 | eV |

Note: The band gap values are negative for MSG75.1 (P4) and positive",1
138/10.1103/PhysRevB.104.075148,"| Material | Value | Unit |
|----------|-------|------|
| CsV3Sb5 | 0.85 | meV |
| RbV3Sb5 | None | None |

Note: The band gap value for CsV3Sb5 is 0.85 meV, while there is no band gap for Rb",1
139/10.1103/PhysRevB.105.115120,"| Material | Value | Unit |
|----------|-------|------|
| Bismuth | None | None |
| Graphene | None | None |
| Silver chalcogenides (Ag2+δSe, Ag2+δTe) | None | None |
| Dirac and Weyl materials | None | None |
| Heusler comp",1
13/10.1038/s41598-017-08553-2,"| Material | Value | Unit |
|----------|-------|------|
| Gold | None | None |
| Alkali metals | None | None |
| Noble metals | None | None |",1
140/10.1103/PhysRevB.105.174304,"| Material | Value | Unit |
|----------|-------|------|
| Lead-halide perovskites (LHPs) | 5 | eV |
| CH3NH3PbBr3 | 200 | cm^-1 |

Note: The band gap value for Lead-halide perovskites (LHP",1
141/10.1103/PhysRevB.105.L220401,"| Material | Value | Unit |
|----------|-------|------|
| Hf2S | 0.2 eV | - |
| Zr2S | 0.4 eV | - |
| Hf2Te | 0.6 eV | - |
| Zr2Te | 1.0 eV | - |
",1
142/10.1103/PhysRevB.107.115168,"| Material | Value | Unit |
|----------|-------|------|
| Nb2SiTe4 | 0.3 eV | - |
| Nb3SiTe6 | 0.1 eV | - |
| NbSixTe2 (n = 1) | 0.5 eV | - |
| NbS",1
143/10.1103/PhysRevB.109.165109,"| Material | Value | Unit |
|----------|-------|------|
| NaYbO2 | None | None |
| WSe2/MoSe2 | None | None |
| WSe2/WS2 | None | None |

Note: The band gap values are not mentioned in the text, so the table only includes the material names and their corresponding",1
144/10.1103/PhysRevB.64.184114,"| Material | Value | Unit |
|----------|-------|------|
| PMN-35%PT | None | None |
| PZT48 | 0.2500 | pC/N |
| PbZr0.52Ti0.48O3 | None | None |",1
145/10.1103/PhysRevB.64.201405,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 512.5 meV | eV |
| AlxGa1-xAs | None | None |",1
146/10.1103/PhysRevB.67.134419,"| Material | Value | Unit |
|----------|-------|------|
| Ce8Pd24Ga | 65 meV | - |
| Ce8Pd24Ga | None | None |",1
147/10.1103/PhysRevB.67.241307,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only entry in the table is ""None"" for all three columns.",1
148/10.1103/PhysRevB.71.153102,"| Material | Value | Unit |
|----------|-------|------|
| NaCoO2 | None | None |
| CoO2 | None | None |
| NaxCoO2 | None | None |",1
149/10.1103/PhysRevB.72.165334,"| Material | Value | Unit |
|----------|-------|------|
| InAs | 3 meV | eV |
| In0.5Ga0.5As | 7 meV | eV |
| None | None | None |",1
14/10.1039/C7CP03960C,"| Material | Value | Unit |
|----------|-------|------|
| a-P | 0.7 eV | eV |
| b-P | 1.1 eV | eV |
| H-MoSe2 | 1.13 eV | eV |
| ZT-MoSe2 | None | None |
",1
150/10.1103/PhysRevB.75.064505,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |
| Sharp | 0.31 | eV |
| Mesh | 0.30 | eV |
| Sphere | 0.41 | eV |
| BP2D | 0.51 | eV",1
151/10.1103/PhysRevB.76.205103,"| Material | Value | Unit |
|----------|-------|------|
| Carbon (C) | 0.17 eV | - |
| Oxygen (O) | 0.46 eV | - |
| Neon (Ne) | 0.54 eV | - |
| Magnesium (Mg) | ",1
152/10.1103/PhysRevB.77.214435,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| MnAs | 0.7 eV | eV |
| Be | None | None |",1
153/10.1103/PhysRevB.79.134419,"| Material | Value | Unit |
|----------|-------|------|
| Gd | None | None |
| Dy | None | None |
| Co | None | None |
| NITPhOMe | None | None |
| hfac | None | None |

Note: The article does not mention any band gap values for the materials mentioned. Therefore",1
154/10.1103/PhysRevB.82.014513,"| Material | Value | Unit |
|----------|-------|------|
| BaFe2As2 | 0.4 | eV |
| BaFe2P2 | 0.8 | eV |
| Ba0.5Sr0.5Fe2As2 | None | None |

Note: The band gap values are approximate and obtained from",1
155/10.1103/PhysRevB.82.165111,"| Material | Value | Unit |
|----------|-------|------|
| MgB2 | 40 K | eV |
| CaC6 | 15 meV | meV |",1
156/10.1103/PhysRevB.84.035206,"| Material | Value | Unit |
|----------|-------|------|
| GaN | 3.4 | eV |
| (Ga,Mn)N | 3.1 | eV |
| (Ga,δMn)N | 2.6 | eV |
| (Ga,Mn)N:Si |",1
157/10.1103/PhysRevB.86.214413,"| Material | Value | Unit |
|----------|-------|------|
| Ni80Cu20 | None | None |
| Ni65Cu35 | None | None |
| Ir20Mn80 | None | None |
| Co90Fe10 | None | None |
| Py | None | None |

",1
158/10.1103/PhysRevB.87.165406,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.52 eV | eV |
| Si | None | None |",1
159/10.1103/PhysRevB.88.094106,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | -0.150 eV/˚A | eV |
| Graphene | -0.191 eV/˚A | eV |
| rk22 + z2 edge | -0.107 eV/˚A | eV",1
15/10.1063/1.4769041,"| Material | Value | Unit |
|----------|-------|------|
| Silicon (Si) | 1.1 eV | eV |
| Aluminum oxide (Al2O3) | 4.7 eV | eV |
| PEDOT:PSS | 1.6 eV | eV |",1
160/10.1103/PhysRevB.89.104103,"| Material | Value | Unit |
|----------|-------|------|
| Ni-W | -0.66 | eV |
| Co-W | -0.47 | eV |
| Ni-Ti | 0.60 | eV |
| Cu-Ti | 1.20 | eV |
| N",1
161/10.1103/PhysRevB.90.104412,"| Material | Value | Unit |
|----------|-------|------|
| Li2MnO3 | None | None |

Note: The article does not mention any band gap values for the materials. Therefore, the table above only has one row with ""None"" as the value and ""None"" as the unit.",1
162/10.1103/PhysRevB.92.161406,"| Material | Value | Unit |
|----------|-------|------|
| Gold SRRs | 310 nm | eV |
| Graphene | None | None |",1
163/10.1103/PhysRevB.94.054113,"| Material | Value | Unit |
|----------|-------|------|
| Eu doped Bi2Se3 | 79 | meV |
| Gd doped Bi2Se3 | 30 | meV |
| Cr doped Bi2Se3 | 22 | meV |

Note: The band gap values are calculated based on the",1
164/10.1103/PhysRevB.96.121107,"| Material | Value | Unit |
|----------|-------|------|
| WP2 | 0.3 eV | eV |
| WP2 | 0.1 meV | meV |",1
165/10.1103/PhysRevB.98.075431,"| Material | Value | Unit |
|----------|-------|------|
| InAs | 0.1 eV | eV |
| Bi/InAs(110)-(2 × 1) | None | None |",1
166/10.1103/PhysRevB.99.075420,"| Material | Value | Unit |
|----------|-------|------|
| Silicon (Si) | 1.1 eV | eV |
| Gold (Au) | 1.6 eV | eV |
| None | None | None |",1
167/10.1103/PhysRevB.99.140402,"| Material | Value | Unit |
|----------|-------|------|
| Eu0.5Ca0.5Fe2As2 | None | None |
| LaFeAsO | 26 K | eV |
| RFeAsO1−xFx (“1111” system) | Tc above 50 K | eV",1
168/10.1103/PhysRevB.99.144309,"| Material | Value | Unit |
|----------|-------|------|
| MoS2 | None | None |
| WSe2 | None | None |
| WS2 | None | None |
| MoTe2 | None | None |

Note: The article does not mention any band gap values for the materials listed. Therefore, the table above is empty",1
169/10.1103/PhysRevB.99.195203,"| Material | Value | Unit |
|----------|-------|------|
| MoTe2 | 0.4 eV | eV |
| WTe2 | 0.2 eV | eV |",1
16/10.1063/1.4979859,"| Material | Value | Unit |
|----------|-------|------|
| PMN-PT | 3.2 eV | eV |
| GaAs | None | None |
| SU8 | None | None |",1
170/10.1103/PhysRevE.71.046125,"| Material | Value | Unit |
|----------|-------|------|
| Cu-Ni metallic system | 1.5310^-5 | m^2/s |
| Ni-0.7 at. % B diluted alloy | 0.8839^(-) | m/ss |
| Cu-30 at",1
171/10.1103/PhysRevE.76.016603,"| Material | Value | Unit |
|----------|-------|------|
| Silicon oxinitride | - | eV |
| Silicon oxinitride | - | meV |",1
172/10.1103/PhysRevE.78.015301,"| Material | Value | Unit |
|----------|-------|------|
| Supercritical Lennard-Jones fluid | None | None |
| Solid-fluid interaction parameters | None | None |
| Surface number density of the solid | None | None |",1
173/10.1103/PhysRevE.89.022403,"| Material | Value | Unit |
|----------|-------|------|
| Al | 3.2 eV | eV |
| Cu | 2.4 eV | eV |
| mild steel | 1.6 eV | eV |",1
174/10.1103/PhysRevLett.100.236601,"| Material | Value | Unit |
|----------|-------|------|
| InAs=GaSb=AlSb | Eg | eV |
| HgTe=CdTe | None | None |",1
175/10.1103/PhysRevLett.101.137201,"| Material | Value | Unit |
|----------|-------|------|
| fcc Ni(001) | None | None |
| Co (0001) | 100 S  1:6, 001 S  1:7 | 1014 G cm2=V |
|",1
176/10.1103/PhysRevLett.101.147203,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only entry in the table is ""None"" for all three columns.",1
177/10.1103/PhysRevLett.105.067403,"| Material | Value | Unit |
|----------|-------|------|
| PbSe | 1.5 meV | eV |
| CdSe | 2-15 meV | eV |

Note: The band gap values are approximate and based on the information provided in the context.",1
178/10.1103/PhysRevLett.105.216101,"| Material | Value | Unit |
|----------|-------|------|
| TiO2 | None | None |
| O2 | None | None |",1
179/10.1103/PhysRevLett.107.177201,"| Material | Value | Unit |
|----------|-------|------|
| CoFeB | 100 V=K | eV |
| MgO | 90% | None |
| PtMn | 2 nm | None |
| Ru | 8 nm | None |
| Ta | 3 nm",1
17/10.1063/5.0040791,"| Material | Value | Unit |
|----------|-------|------|
| Liq. T2O | 15.246 | eV |
| Aq. HDO | 12.5 | eV |
| Aq. HTO | 12.5 | eV |

Note: The band gap values are not explicitly",1
180/10.1103/PhysRevLett.111.206401,"| Material | Value | Unit |
|----------|-------|------|
| HgTe | None | None |
| Pyrochlore iridates | None | None |
| 5d transition metal oxides | None | None |",1
181/10.1103/PhysRevLett.119.237002,"| Material | Value | Unit |
|----------|-------|------|
| SrTiO3 | 0.2 eV |
| LaAlO3 | 1.6 eV |

Note: The band gap values are based on the information provided in the text and may not be accurate or up-to-date.",1
182/10.1103/PhysRevLett.124.047203,"| Material | Value | Unit |
|----------|-------|------|
| Tb=Co | None | None |
| Co | None | None |
| Tb | None | None |",1
183/10.1103/PhysRevLett.128.246401,"| Material | Value | Unit |
|----------|-------|------|
| FeSe | 50 meV | eV |
| FeSe | None | None |",1
184/10.1103/PhysRevLett.130.128204,"| Material | Value | Unit |
|----------|-------|------|
| Glass beads | None | None |
| Colloidal particles | None | None |",1
185/10.1103/PhysRevLett.85.4924,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
186/10.1103/PhysRevLett.93.154301,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
187/10.1103/PhysRevLett.95.166603,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or band gap values in the given context. Therefore, the answer is ""None"" for all three columns.",1
188/10.1103/PhysRevLett.96.117206,"| Material | Value | Unit |
|----------|-------|------|
| YbAl3 | 30 meV | eV |
| SmB6 | 50 meV | eV |
| YbB12 | 25 meV | eV |
| TmSe | None | None |",1
189/10.1103/PhysRevMaterials.4.104008,"| Material | Value | Unit |
|----------|-------|------|
| CaTiO3 | 2.45 | eV |
| LaTiO3 | 2.04 | eV |
| CTO/LTO interface | 3.8 | eV |
| NGO substrate | 3.5 | eV",1
18/10.1088/0953-8984/27/11/115503,"| Material | Value | Unit |
|----------|-------|------|
| GdN | 0.7 eV | eV |
| SmN | 0.40 meV | meV |
| SmN (semi-metallic) | None | None |",1
190/10.1103/PhysRevX.11.041029,"| Material | Value | Unit |
|----------|-------|------|
| InSb | 0.2 eV | eV |
| TaP | 12 pairs of Weyl nodes | None |

Note: The band gap value for InSb is given as 0.2 eV, but the unit is not specified. I have assumed",1
191/10.1103/PhysRevX.9.041016,"| Material | Value | Unit |
|----------|-------|------|
| MgO(111) | None | None |
| NiO(111) | None | None |
| NiO(001) | None | None |
| Pt | None | None |
| MgAl2O4 | None | None |",1
192/10.1115/1.4034784,"| Material | Value | Unit |
|----------|-------|------|
| Epoxy | 1.44 GPa | GPa |
| Epoxy | 0.38 | GPa |
| None | None | None |",1
193/10.1134/S106378341708025X,"| Material | Value | Unit |
|----------|-------|------|
| SrTiO3 | 3.2 eV | eV |
| BaTiO3 | 0.12 eV | eV |
| Ni-doped BaTiO3 | None | None |",1
194/10.1143/JPSJ.75.044704,"| Material | Value | Unit |
|----------|-------|------|
| Vanadium spinels | None | None |
| Spin-1 spinels | None | None |",1
195/10.1515/nanoph-2018-0187,"| Material | Value | Unit |
|----------|-------|------|
| (Cd,Mn)Te | 1.68 eV | eV |
| Cd,Mg)Te | None | None |
| Orthoborates | None | None |",1
196/10.3390/ijms25147877,"| Material | Value | Unit |
|----------|-------|------|
| YBCO | 85 keV | eV |
| MgO | None | None |",1
197/10.3938/jkps.53.1241,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or its band gap values in the given context. The context only discusses the concept of photonic band-gap (PBG) materials and their properties, but does not provide any specific information about the materials'",1
198/10.4028/www.scientific.net/JMNM.22.33,"| Material | Value | Unit |
|----------|-------|------|
| Magnetite (Fe3O4) | - | eV |
| Maghemite (γ-Fe2O3) | - | eV |",1
199/10.5772/intechopen.71929,"| Material | Value | Unit |
|----------|-------|------|
| b-GaP | 15.4 meV | eV |
| Germanene | 19.57 eV | eV |
| 1T-ScTe2 | 4.269 eV | eV |

Note: The band gap",1
19/10.1088/1367-2630/16/6/065001,"| Material | Value | Unit |
|----------|-------|------|
| Silicene | 2 meV | eV |
| Solid Ar | 32 meV per Si atom | eV |
| ArSi system | 11 meV without SOC, 10 meV with SOC | eV |",1
1/10.1002/adfm.202311895,"| Material | Value | Unit |
|----------|-------|------|
| UO2 | - | eV |
| Fe3O4 | - | eV |

Note: The band gap value for UO2 is not explicitly mentioned in the text, but it can be inferred to be zero or small based on its semiconductor properties. The band",1
200/10.7566/JPSJ.84.023705,"| Material | Value | Unit |
|----------|-------|------|
| Au64.0Ge22.0Yb14.0 | None | None |
| Au63.5Ge20.5Yb16.0 | None | None |
| AGY(I) | 0.68 K | eV |
",1
20/10.1103/PhysRevApplied.14.064079,"| Material | Value | Unit |
|----------|-------|------|
| BTO | 0.8 eV | meV |
| BZT | 2.5 eV | meV |
| Tridoped BTO | None | None |",1
21/10.1103/PhysRevB.84.014303,"| Material | Value | Unit |
|----------|-------|------|
| Naphthalene | 40 meV | eV |
| Anthracene | 80 meV | eV |
| Pentacene | None | None |",1
22/10.1103/PhysRevB.88.115309,"| Material | Value | Unit |
|----------|-------|------|
| Ge | 140 meV | eV |
| SiGe | None | None |
| Au | None | None |",1
23/10.1103/PhysRevB.88.144105,"| Material | Value | Unit |
|----------|-------|------|
| Ba8Ga16Ge30 | 2.2 eV | eV |
| Sr8Ga16Ge30 | 1.9 eV | eV |
| Eu8Ga16Ge30 | 1.7 eV | eV",1
24/10.1103/PhysRevB.94.125202,"| Material | Value | Unit |
|----------|-------|------|
| Oxygen-vacancy defect | 2.04 eV | eV |
| Oxygen-hydrogen complex | 1.95 eV | eV |
| Diamond (perfect) | None | None |",1
25/10.1103/PhysRevB.98.054418,"| Material | Value | Unit |
|----------|-------|------|
| Nd2Fe14B | None | None |
| SmCo5 | None | None |
| Sm2Fe17N3 | None | None |",1
26/10.1103/PhysRevLett.102.113001,"| Material | Value | Unit |
|----------|-------|------|
| Crystalline Silicon | -22 eV | eV |
| Metals (perturbatively connected to the homogeneous electron liquid) | None | None |",1
27/10.1103/PhysRevLett.111.087801,"| Material | Value | Unit |
|----------|-------|------|
| Bulk Water | 9.99 eV | eV |
| Hydrated H3Oþ | 19.01 eV | eV |
| Hydrated OH | -5 eV | eV |",1
28/10.1103/PhysRevLett.118.247702,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| Gold | None | None |",1
29/10.1103/PhysRevLett.119.067405,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | 150-200 meV | eV |
| Graphene (low quality) | 100 meV | eV |",1
2/10.1016/j.cpc.2023.108722,"| Material | Value | Unit |
|----------|-------|------|
| Mn3NiN | 0.2 eV | - |
| γ-FexMn1-x | 0.4 eV | - |

Note: The band gap values are based on the information provided in the context, and the unit is specified as """,1
30/10.1103/PhysRevLett.127.117701,"| Material | Value | Unit |
|----------|-------|------|
| WSe2 | 0.16 eV | - |
| WSe2 | 1.3 nF/cm2 | - |
| WSe2 | 72 nF/cm2 | - |
| WSe2 | None | None |

Note:",1
31/10.1103/PhysRevLett.95.223203,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
32/10.1103/PhysRevMaterials.1.024802,"| Material | Value | Unit |
|----------|-------|------|
| White-P | 1.4 | eV |
| Red-P | None | None |",1
33/10.1007/s11661-013-2070-7,"| Material | Value | Unit |
|----------|-------|------|
| Copper | None | None |
| Alumina | None | None |",1
34/10.1016/j.electacta.2017.07.121,"| Material | Value | Unit |
|----------|-------|------|
| Carbon black (CB) | - | - |
| Glassy carbon (GC) | - | - |
| PTFE | - | - |

Note: The band gap values are not provided in the given context.",1
35/10.1038/ncomms1868,"| Material | Value | Unit |
|----------|-------|------|
| EhSINE1 | 60 kDa | eV |
| ORF2 transcript | 111 kDa | eV |
| None | None | None |",1
36/10.1038/s41467-022-30413-5,"| Material | Value | Unit |
|----------|-------|------|
| P3HT | 1.6-1.9 eV | eV |
| PCBM | 2.65 nm^-1 | nm^-1 |
| DRCN5T | None | None |",1
37/10.1038/srep01881,"| Material | Value | Unit |
|----------|-------|------|
| Ho2Ti2O7 | 4.5-7.5 | eV |
| Dy2Ti2O7 | - | - |

Note: The band gap values are not explicitly mentioned in the text, but they can be inferred from the discussion of the material'",1
38/10.1039/D3LC00529A,"| Material | Value | Unit |
|----------|-------|------|
| PEGDA | - | - |
| PEGMEMA | - | - |
| PEGDA-co-PEGMEMA (0%)| - | - |
| PEGDA-co-PEGMEMA (10%) | - | - |
| P",1
39/10.1063/1.5047863,"| Material | Value | Unit |
|----------|-------|------|
| Mn | 0.23 eV | - |
| La | 1.47 eV | - |
| Hg | 2.35 eV | - |

Note: The band gap values are not available for all the materials in the table, as the",1
3/10.1016/j.jallcom.2014.11.070,"| Material | Value | Unit |
|----------|-------|------|
| Fe85Cr15 | None | None |

Note: The article does not provide any information about the band gap values of the materials.",1
40/10.1063/5.0148247,"| Material | Value | Unit |
|----------|-------|------|
| Cross-linked poly(n-butyl acrylate) (PnBA) | - | - |
| Polymer (network beads) | - | - |
| Penetrant (d/σ = 1.0) | - | - |
| Penetr",1
41/10.1080/00150193.2018.1473484,"| Material | Value | Unit |
|----------|-------|------|
| Dimethylammonium zinc formate (DMZnF) | - | eV |
| Dimethylammonium manganese formate (DMMnF) | 156K, 185K | eV |

Note: The band",1
42/10.1088/0965-0393/20/1/015008,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" with no value and unit provided.",1
43/10.1093/qjmam/53.3.343,"| Material | Value | Unit |
|----------|-------|------|
| Mooney-Rivlin material | None | None |
| Hadamard material | None | None |",1
44/10.1103/PhysRevB.101.094105,"| Material | Value | Unit |
|----------|-------|------|
| Ni47Co3Mn25Ga25 | None | None |
| Ni45Co5Mn25Ga25 | None | None |

Note: The band gap values are not mentioned in the given text, so the table shows ""None"" for both",1
45/10.1103/PhysRevB.75.155105,"| Material | Value | Unit |
|----------|-------|------|
| Homogeneous electron gas | 0.25 eV | - |
| Silicon diamond structure | None | None |",1
