doi,output,status
132/10.1103/PhysRevApplied.15.044004,"| Material | Value | Unit |
|----------|-------|------|
| GaAs (at 300 K) | 1.42 eV (estimated as Eg/2 = 0.71 eV) | eV |
| GaAs (for Schottky barrier simulation) | 1.52 eV (estimated as Eg/2 = 0.76 eV)",1
133/10.1103/PhysRevB.100.035431,"| Material | Value | Unit |
|----------|-------|------|
| 1T-TiSe2 | *initial value not specified, but dynamics shown* | meV |
| **Specific Values for Dynamics:** |  |  |
| 1T-TiSe2 (excitation energy above Fermi) | 150 | meV |
| 1T-TiSe2",1
134/10.1103/PhysRevB.100.054419,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
135/10.1103/PhysRevB.100.184420,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
136/10.1103/PhysRevB.101.144404,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
137/10.1103/PhysRevB.103.245127,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
138/10.1103/PhysRevB.104.075148,"| Material | Value | Unit |
|----------|-------|------|
| KV3Sb5   | -23meV to +35meV | meV |
| CsV3Sb5  | -23meV to +35meV | meV |
| RbV3Sb5  | **No specific value mentioned** | **None** |
| La",1
139/10.1103/PhysRevB.105.115120,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
13/10.1038/s41598-017-08553-2,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
140/10.1103/PhysRevB.105.174304,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
141/10.1103/PhysRevB.105.L220401,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
142/10.1103/PhysRevB.107.115168,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
143/10.1103/PhysRevB.109.165109,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
144/10.1103/PhysRevB.64.184114,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
145/10.1103/PhysRevB.64.201405,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |

**Note:** There are no explicit band gap values mentioned for any material in the provided CONTEXT. However, some energy-related values are mentioned (e.g., Γ = 1meV, EF = 20meV, Er = 43meV) which seem to be related",1
146/10.1103/PhysRevB.67.134419,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
147/10.1103/PhysRevB.67.241307,"| Material | Value | Unit |
|----------|-------|------|
| QD (Quantum Dot) | Eg (no specific value given) | eV |
| None (other materials mentioned, but no band gap values provided) | None | None | 

**Note:** The context mentions a band gap value for the Quantum Dot (QD) as ""Eg"", but does not",1
148/10.1103/PhysRevB.71.153102,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
149/10.1103/PhysRevB.72.165334,"| Material | Value | Unit |
|----------|-------|------|
| InGaAs/GaAs (quantum dot) | 1.3 | eV |
| None (specific to electron/hole orbitals, not material band gaps) | 10 | meV |
| None (specific to electron/hole orbitals, not material band gaps) | 7 | meV",1
14/10.1039/C7CP03960C,"| Material | Value | Unit |
|----------|-------|------|
| α-P      | 1.12  | eV   |
| β-P      | 2.05  | eV   |
| H-MoSe2  | 1.13  | eV   |
| T-MoSe2  | ~0    | eV   |
| Z",1
150/10.1103/PhysRevB.75.064505,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
151/10.1103/PhysRevB.76.205103,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
152/10.1103/PhysRevB.77.214435,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |

**Note:** There are no explicit band gap values mentioned in the provided context. The text discusses barrier heights, which are related to but distinct from band gaps. The mentioned values (e.g., <1 meV, ~10 meV) refer to barrier heights, not band gaps",1
153/10.1103/PhysRevB.79.134419,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
154/10.1103/PhysRevB.82.014513,"| Material | Value | Unit |
|----------|-------|------|
| BaFe2As2 | 0.55 eV | eV |
| BaFe2P2  | 0.75 eV | eV |
| Ba0.5Sr0.5Fe2As2 | 0.57 eV | eV |",1
155/10.1103/PhysRevB.82.165111,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
156/10.1103/PhysRevB.84.035206,"| Material | Value | Unit |
|----------|-------|------|
| (Ga,Mn)N | 1.41 eV | eV |
| (Ga,Mn)N:Si | 1.41 eV | eV | 
| GaN      | **None** (only refractive index modeled, no band gap mentioned) | **None** |",1
157/10.1103/PhysRevB.86.214413,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
158/10.1103/PhysRevB.87.165406,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |

**Note:** There are no explicit mentions of band gap values for specific materials in the provided CONTEXT. However, energy-related values (eV) are mentioned in the context of diffusion barriers and bonding energies, but these do not directly correspond to band gap values. The mentioned values are:

",1
159/10.1103/PhysRevB.88.094106,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None | 

**Note:** There are no explicit band gap values mentioned in the provided context. The text discusses edge formation energies (Eedge) and mentions energy values in eV/Å, but these do not correspond to band gap values. Band structures and densities of states (DOS)",1
15/10.1063/1.4769041,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
160/10.1103/PhysRevB.89.104103,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
161/10.1103/PhysRevB.90.104412,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
162/10.1103/PhysRevB.92.161406,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |

**Note:** There are no explicit mentions of ""band gap"" values in the provided context. The mentioned values (e.g., `0.27 eV`, `0.307 eV`) refer to **doping levels** or **Fermi energy (EF)**,",1
163/10.1103/PhysRevB.94.054113,"| Material | Value | Unit |
|----------|-------|------|
| Bi2Se3 (defect-free) | 0.30 | eV |
| Eu-doped Bi2Se3 | 30 | meV |
| Gd-doped Bi2Se3 | 79 | meV |",1
164/10.1103/PhysRevB.96.121107,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
165/10.1103/PhysRevB.98.075431,"| Material | Value | Unit |
|----------|-------|------|
| InAs     | 0.5 eV (minimum, below which no bulk hole-like bands are observed) | eV |
| None (surface accumulation layer) | *semiconducting character* (no specific value given) | - |
| Bi/InAs(110)-(2×1) surface |",1
166/10.1103/PhysRevB.99.075420,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |

**Note:** There are no band gap values mentioned in the provided CONTEXT. The text mentions optical data, dielectric permittivity, and energy-related parameters (e.g., ωp = 9 eV, γ = 0.035 eV) for Au (Gold),",1
167/10.1103/PhysRevB.99.140402,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
168/10.1103/PhysRevB.99.144309,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
169/10.1103/PhysRevB.99.195203,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
16/10.1063/1.4979859,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
170/10.1103/PhysRevE.71.046125,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |",1
171/10.1103/PhysRevE.76.016603,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
172/10.1103/PhysRevE.78.015301,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
173/10.1103/PhysRevE.89.022403,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
174/10.1103/PhysRevLett.100.236601,"| Material | Value | Unit |
|----------|-------|------|
| InAs     | 0.36  | eV   |
| GaSb     | 0.7   | eV   |
| AlSb     | 1.6   | eV   |",1
175/10.1103/PhysRevLett.101.137201,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
176/10.1103/PhysRevLett.101.147203,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
177/10.1103/PhysRevLett.105.067403,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None | 

**Note:** Although the text mentions ""wide-gap semiconductors like CdSe"" and ""narrow-gap materials having... PbSe"", it does not provide explicit band gap values for these materials. The mentioned energy values (e.g., 1-5 meV,",1
178/10.1103/PhysRevLett.105.216101,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
179/10.1103/PhysRevLett.107.177201,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |",1
17/10.1063/5.0040791,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
180/10.1103/PhysRevLett.111.206401,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
181/10.1103/PhysRevLett.119.237002,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
182/10.1103/PhysRevLett.124.047203,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
183/10.1103/PhysRevLett.128.246401,"| Material | Value | Unit |
|----------|-------|------|
| FeSe (at M point, dxz-dyz bands) | 50 meV | meV |
| None (other materials mentioned but no specific band gap value provided) | None | None | 
| **Probe Photon Energy (not a material's band gap, but included for clarity)** | 7 eV",1
184/10.1103/PhysRevLett.130.128204,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
185/10.1103/PhysRevLett.85.4924,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
186/10.1103/PhysRevLett.93.154301,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
187/10.1103/PhysRevLett.95.166603,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
188/10.1103/PhysRevLett.96.117206,"| Material | Value | Unit |
|----------|-------|------|
| Anderson Lattice (general) | ~10-30 meV | meV |
| YbB12 | 25 meV | meV |
| YbB12, SmB6 (mid-IR peak) | 0.25 eV | eV |
| YbAl3 (hybrid",1
189/10.1103/PhysRevMaterials.4.104008,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
18/10.1088/0953-8984/27/11/115503,"| Material | Value | Unit |
|----------|-------|------|
| GdN      | *no direct value mentioned, but used for calibration with U=6.4 eV* | - |
| SmN (FM) | 0.40  | meV  |
| SmN (AFM with SO) | 0.21 | eV   |
| Sm",1
190/10.1103/PhysRevX.11.041029,"| Material | Value | Unit |
|----------|-------|------|
| InSb     | *varies with temperature* | eV |
| None (other materials mentioned, but no specific band gap values provided) | None | None | 

**Note:** For InSb, a specific band gap value at a particular temperature is not provided in the context. It is only mentioned that",1
191/10.1103/PhysRevX.9.041016,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
192/10.1115/1.4034784,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
193/10.1134/S106378341708025X,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
194/10.1143/JPSJ.75.044704,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
195/10.1515/nanoph-2018-0187,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
196/10.3390/ijms25147877,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
197/10.3938/jkps.53.1241,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
198/10.4028/www.scientific.net/JMNM.22.33,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
199/10.5772/intechopen.71929,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
19/10.1088/1367-2630/16/6/065001,"| Material | Value | Unit |
|----------|-------|------|
| Silicene (without SOC) | None | - |
| Silicene (with SOC) | 2 meV | meV |
| ArSi System (without vdW, without SOC) | 2 meV | meV |
| ArSi System (without vdW, with SOC) | None |",1
1/10.1002/adfm.202311895,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
200/10.7566/JPSJ.84.023705,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
20/10.1103/PhysRevApplied.14.064079,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
21/10.1103/PhysRevB.84.014303,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
22/10.1103/PhysRevB.88.115309,"| Material | Value | Unit |
|----------|-------|------|
| Ge (unstrained) | **Direct:** Not specified, **Indirect:** Not specified, **∆ (difference):** 140 meV | meV |
| Ge (~1.7% biaxial strain) | **Direct-Indirect ∆:** 0 (direct band gap achieved) |",1
23/10.1103/PhysRevB.88.144105,"| Material | Value | Unit |
|----------|-------|------|
| Eu8Ga16Ge30 | *similar, but smaller* | *no value given (eV)* |
| Sr8Ga16Ge30 | *similar to Eu8Ga16Ge30, but smaller than Ba8Ga16Ge30* | *no value given (eV)* |
| Ba8Ga",1
24/10.1103/PhysRevB.94.125202,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
25/10.1103/PhysRevB.98.054418,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
26/10.1103/PhysRevLett.102.113001,"| Material | Value | Unit |
|----------|-------|------|
| Silicon  | **None** | **eV** (mentioned frequency range ""3-5 eV of the main absorption"" implies a band gap, but no explicit value is given) | 
| None     | None   | None |",1
27/10.1103/PhysRevLett.111.087801,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None | 

**Note:** There are no explicit mentions of ""band gap"" values in the provided CONTEXT. However, some ionization potentials (IPs) and excitation energies are mentioned, which might be related to band gaps in certain contexts. If you'd like to extract those instead,",1
28/10.1103/PhysRevLett.118.247702,"| Material | Value | Unit |
|----------|-------|------|
| GaAs     | 1.42  | eV   |
| None (other) | None | None | 

**Note:** 
- The band gap value for GaAs is not explicitly mentioned in the provided context, but it is a well-known material with a widely accepted band gap value of approximately 1.",1
29/10.1103/PhysRevLett.119.067405,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
2/10.1016/j.cpc.2023.108722,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
30/10.1103/PhysRevLett.127.117701,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
31/10.1103/PhysRevLett.95.223203,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
32/10.1103/PhysRevMaterials.1.024802,"| Material | Value | Unit |
|----------|-------|------|
| White-P  | 1.4   | eV   |
| Black-P  | None  | None |
| Red-P    | None* | None |
| *Note: Mentioned as achieving metalization within a few GPa, implying band gap closure, but no specific value given.*",1
33/10.1007/s11661-013-2070-7,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
34/10.1016/j.electacta.2017.07.121,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
35/10.1038/ncomms1868,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
36/10.1038/s41467-022-30413-5,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
37/10.1038/srep01881,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
38/10.1039/D3LC00529A,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
39/10.1063/1.5047863,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
3/10.1016/j.jallcom.2014.11.070,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
40/10.1063/5.0148247,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
41/10.1080/00150193.2018.1473484,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
42/10.1088/0965-0393/20/1/015008,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
43/10.1093/qjmam/53.3.343,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
44/10.1103/PhysRevB.101.094105,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
45/10.1103/PhysRevB.75.155105,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
46/10.1103/PhysRevB.88.115132,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
47/10.1103/PhysRevLett.118.157601,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
48/10.1103/PhysRevLett.89.097202,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
49/10.1103/PhysRevResearch.2.043077,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
4/10.1016/j.jmgm.2019.03.013,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
50/10.1134/S106377611711005X,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
51/10.1002/adma.201802356,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
52/10.1002/adma.201903795,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
53/10.1002/andp.201400219,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
54/10.1002/pssb.202100255,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
55/10.1002/pssr.202370011,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
56/10.1007/s11467-009-0076-9,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
57/10.1007/s12274-022-4418-z,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
58/10.1016/J.APSUSC.2007.07.100,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
59/10.1016/j.actamat.2020.09.055,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
5/10.1016/j.mtsust.2023.100548,"| Material | Value | Unit |
|----------|-------|------|
| c-TiO2   | 3.05  | eV   |
| mp-TiO2  | 3.05  | eV   |
| Perovskite (FaPbI3) | 1.66 | eV   |
| Spiro-OMeTAD",1
60/10.1016/j.actamat.2022.118511,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
61/10.1016/j.actamat.2023.119048,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
62/10.1016/j.ceramint.2019.10.025,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
63/10.1016/j.conbuildmat.2016.05.046,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
64/10.1016/j.cpc.2005.03.033,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
65/10.1016/j.cpc.2020.107760,"| Material | Value | Unit |
|----------|-------|------|
| PdSb2   | ~10   | meV  |",1
66/10.1016/j.cplett.2011.02.042,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
67/10.1016/j.engstruct.2013.12.007,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
68/10.1016/j.ijfatigue.2004.09.001,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
69/10.1016/j.jeurceramsoc.2023.02.011,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
6/10.1021/acs.jpcc.0c09960,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None | 

**Note:** There is only one mention related to band gap in the provided context, which is a question about the existence of a 'native' band gap in ion conducting glasses (Reference 39: ""Is there a ‘native’ band gap in ion conducting glasses?""), but",1
70/10.1016/j.jmps.2019.02.003,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
71/10.1016/j.jmps.2020.104254,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
72/10.1016/j.molstruc.2006.12.037,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
73/10.1016/j.mtcomm.2023.107183,"| Material | Value | Unit |
|----------|-------|------|
| BPN-AlN  | 2.30  | eV   |
| BPN-GaN  | 3.18  | eV   |
| BPN-GaN (GGA/PBE) | 1.86  | eV   |
| BPN-GaN (HSE06)",1
74/10.1016/j.nimb.2004.08.011,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
75/10.1016/j.physa.2005.07.017,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
76/10.1016/j.physb.2011.04.004,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
77/10.1016/j.physb.2017.07.064,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
78/10.1016/j.rinp.2018.05.014,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
79/10.1016/j.ssc.2005.09.007,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
7/10.1021/ic4018135,"| Material | Value | Unit |
|----------|-------|------|
| SrFBiS2  | 0.8   | eV   |
| LaOBiS2  | 0.82  | eV   |",1
80/10.1016/j.ssc.2008.09.027,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
81/10.1016/j.susc.2005.11.066,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
82/10.1016/j.wavemoti.2016.08.009,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
83/10.1021/acs.jpcc.6b06828,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
84/10.1021/acs.nanolett.2c03524,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None | 

**Note:** There are no explicit band gap values mentioned for any material in the provided context. The text mentions:

* Exciton transition resonance energies (e.g., EX = 1598 meV, EX = 1655 meV for MAPbI3) which relate",1
85/10.1021/acsami.1c10701,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
86/10.1021/acsnano.3c09001,"| Material | Value | Unit |
|----------|-------|------|
| (BA)(MA)PbI (n=4) perovskite | 2.08 eV | eV |
| (BA)(MA)PbI (n=4) perovskite (ground state exciton) | ~1.9 eV | eV |",1
87/10.1021/nl061702a,"| Material | Value | Unit |
|----------|-------|------|
| Double-Layer Graphene (transition energy) | 2.33 eV | eV |
| None (other materials, e.g., Single-Layer Graphene, Bulk Graphite) | None | None | 

**Note:** 
- Only one band gap-related value (actually an excitation energy, not strictly",1
88/10.1021/nl8034042,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
89/10.1038/nmat1414,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
8/10.1038/nature09720,"| Material | Value | Unit |
|----------|-------|------|
| SrTiO3   | 3.75  | eV   |
| LaxSr1−xTiO3 | None | None | 
| KNiF3    | None  | None |
| KMoO3    | None  | None |
| KTaO3    | None ",1
90/10.1038/nnano.2014.26,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
91/10.1038/s41524-020-00458-5,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
92/10.1038/s41524-021-00526-4,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
93/10.1038/s41929-019-0400-x,"| Material | Value | Unit |
|----------|-------|------|
| None     | None  | None |",1
